Name,Wikipedia link (en),Redirected,Redirect link
Kabuki syndrome,https://en.wikipedia.org/wiki/Kabuki_syndrome,No,https://en.wikipedia.org/wiki/Kabuki_syndrome
Kallmann syndrome with Spastic paraplegia,https://en.wikipedia.org/wiki/Kallmann_syndrome,No,https://en.wikipedia.org/wiki/Kallmann_syndrome
Kallmann syndrome with heart disease,https://en.wikipedia.org/wiki/Kallmann_syndrome,No,https://en.wikipedia.org/wiki/Kallmann_syndrome
"Kallmann syndrome, type 1, X linked",https://en.wikipedia.org/wiki/Kallmann_syndrome,No,https://en.wikipedia.org/wiki/Kallmann_syndrome
"Kallmann syndrome, type 3, recessive",https://en.wikipedia.org/wiki/Kallmann_syndrome,No,https://en.wikipedia.org/wiki/Kallmann_syndrome
Kaolin pneumoconiosis,https://en.wikipedia.org/wiki/Kaolin_pneumoconiosis,Yes,https://en.wikipedia.org/wiki/Pneumoconiosis
Kaposi sarcoma,https://en.wikipedia.org/wiki/Kaposi_sarcoma,Yes,https://en.wikipedia.org/wiki/Kaposi%27s_sarcoma
Kaposiform hemangioendothelioma,https://en.wikipedia.org/wiki/Kaposiform_hemangioendothelioma,Yes,https://en.wikipedia.org/wiki/Vascular_tumor#Borderline
Kapur–Toriello syndrome,https://en.wikipedia.org/wiki/Kapur%E2%80%93Toriello_syndrome,No,https://en.wikipedia.org/wiki/Kapur%E2%80%93Toriello_syndrome
Karsch–Neugebauer syndrome,https://en.wikipedia.org/wiki/Karsch%E2%80%93Neugebauer_syndrome,Yes,https://en.wikipedia.org/wiki/Ectrodactyly
Kartagener syndrome,https://en.wikipedia.org/wiki/Kartagener_syndrome,Yes,https://en.wikipedia.org/wiki/Primary_ciliary_dyskinesia
Katz syndrome,https://en.wikipedia.org/wiki/Katz_syndrome,No,https://en.wikipedia.org/wiki/Katz_syndrome
Kaufman oculocerebrofacial syndrome,https://en.wikipedia.org/wiki/Kaufman_oculocerebrofacial_syndrome,No,https://en.wikipedia.org/wiki/Kaufman_oculocerebrofacial_syndrome
Kawasaki syndrome,https://en.wikipedia.org/wiki/Kawasaki_syndrome,Yes,https://en.wikipedia.org/wiki/Kawasaki_disease
Kearns–Sayre syndrome,https://en.wikipedia.org/wiki/Kearns%E2%80%93Sayre_syndrome,No,https://en.wikipedia.org/wiki/Kearns%E2%80%93Sayre_syndrome
Keloids,https://en.wikipedia.org/wiki/Keloids,Yes,https://en.wikipedia.org/wiki/Keloid
Kennedy disease,https://en.wikipedia.org/wiki/Kennedy_disease,Yes,https://en.wikipedia.org/wiki/Spinal_and_bulbar_muscular_atrophy
Keratoacanthoma familial,https://en.wikipedia.org/wiki/Keratoacanthoma_familial,Yes,https://en.wikipedia.org/wiki/Keratoacanthoma
Keratoacanthoma,https://en.wikipedia.org/wiki/Keratoacanthoma,No,https://en.wikipedia.org/wiki/Keratoacanthoma
Keratoconjunctivitis sicca,https://en.wikipedia.org/wiki/Keratoconjunctivitis_sicca,Yes,https://en.wikipedia.org/wiki/Dry_eye_syndrome
Keratoconus posticus circumscriptus,https://en.wikipedia.org/wiki/Keratoconus_posticus_circumscriptus,Yes,https://en.wikipedia.org/wiki/Keratoconus
Keratoconus,https://en.wikipedia.org/wiki/Keratoconus,No,https://en.wikipedia.org/wiki/Keratoconus
Keratolytic winter erythema,https://en.wikipedia.org/wiki/Keratolytic_winter_erythema,No,https://en.wikipedia.org/wiki/Keratolytic_winter_erythema
Keratomalacia,https://en.wikipedia.org/wiki/Keratomalacia,No,https://en.wikipedia.org/wiki/Keratomalacia
Keratosis follicularis spinulosa decalvans,https://en.wikipedia.org/wiki/Keratosis_follicularis_spinulosa_decalvans,No,https://en.wikipedia.org/wiki/Keratosis_follicularis_spinulosa_decalvans
Keratosis pilaris,https://en.wikipedia.org/wiki/Keratosis_pilaris,No,https://en.wikipedia.org/wiki/Keratosis_pilaris
"Keratosis, seborrheic",https://en.wikipedia.org/wiki/Seborrheic_keratosis,No,https://en.wikipedia.org/wiki/Seborrheic_keratosis
Kerion celsi,https://en.wikipedia.org/wiki/Kerion_celsi,Yes,https://en.wikipedia.org/wiki/Kerion
Kernicterus,https://en.wikipedia.org/wiki/Kernicterus,No,https://en.wikipedia.org/wiki/Kernicterus
Keutel syndrome,https://en.wikipedia.org/wiki/Keutel_syndrome,No,https://en.wikipedia.org/wiki/Keutel_syndrome
Ki-1cell lymphoma,https://en.wikipedia.org/wiki/Ki-1cell_lymphoma,Yes,https://en.wikipedia.org/wiki/Anaplastic_large-cell_lymphoma
KID syndrome,https://en.wikipedia.org/wiki/KID_syndrome,Yes,https://en.wikipedia.org/wiki/Keratitis%E2%80%93ichthyosis%E2%80%93deafness_syndrome
Kikuchi disease,https://en.wikipedia.org/wiki/Kikuchi_disease,No,https://en.wikipedia.org/wiki/Kikuchi_disease
Kimura disease,https://en.wikipedia.org/wiki/Kimura_disease,Yes,https://en.wikipedia.org/wiki/Kimura%27s_disease
King–Denborough syndrome,https://en.wikipedia.org/wiki/King%E2%80%93Denborough_syndrome,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia
Kjer's optic neuropathy,https://en.wikipedia.org/wiki/Kjer%27s_optic_neuropathy,No,https://en.wikipedia.org/wiki/Kjer%27s_optic_neuropathy
Kleeblattschaedel syndrome,https://en.wikipedia.org/wiki/Kleeblattschaedel_syndrome,No,https://en.wikipedia.org/wiki/Kleeblattschaedel_syndrome
Kleine–Levin syndrome,https://en.wikipedia.org/wiki/Kleine%E2%80%93Levin_syndrome,No,https://en.wikipedia.org/wiki/Kleine%E2%80%93Levin_syndrome
Klinefelter's Syndrome,https://en.wikipedia.org/wiki/Klinefelter%27s_Syndrome,Yes,https://en.wikipedia.org/wiki/Klinefelter_syndrome
Klippel–Feil syndrome,https://en.wikipedia.org/wiki/Klippel%E2%80%93Feil_syndrome,Yes,https://en.wikipedia.org/wiki/Klippel%E2%80%93Feil_syndrome
Klippel–Feil syndrome dominant type,https://en.wikipedia.org/wiki/Klippel%E2%80%93Feil_syndrome_dominant_type,Yes,https://en.wikipedia.org/wiki/Klippel%E2%80%93Feil_syndrome
Klippel–Feil syndrome recessive type,https://en.wikipedia.org/wiki/Klippel%E2%80%93Feil_syndrome_recessive_type,Yes,https://en.wikipedia.org/wiki/Klippel%E2%80%93Feil_syndrome
Klippel–Trénaunay–Weber syndrome,https://en.wikipedia.org/wiki/Klippel%E2%80%93Tr%C3%A9naunay%E2%80%93Weber_syndrome,Yes,https://en.wikipedia.org/wiki/Klippel%E2%80%93Tr%C3%A9naunay_syndrome
Klumpke paralysis,https://en.wikipedia.org/wiki/Klumpke_paralysis,No,https://en.wikipedia.org/wiki/Klumpke_paralysis
Klüver–Bucy syndrome,https://en.wikipedia.org/wiki/Kl%C3%BCver%E2%80%93Bucy_syndrome,No,https://en.wikipedia.org/wiki/Kl%C3%BCver%E2%80%93Bucy_syndrome
Kniest dysplasia,https://en.wikipedia.org/wiki/Kniest_dysplasia,No,https://en.wikipedia.org/wiki/Kniest_dysplasia
Kobberling–Dunnigan syndrome,https://en.wikipedia.org/wiki/Kobberling%E2%80%93Dunnigan_syndrome,Yes,https://en.wikipedia.org/wiki/Familial_partial_lipodystrophy
Kocher–Debré–Semelaigne syndrome,https://en.wikipedia.org/wiki/Kocher%E2%80%93Debre%E2%80%93Semelaigne_syndrome,No,https://en.wikipedia.org/wiki/Kocher%E2%80%93Debre%E2%80%93Semelaigne_syndrome
Kohler disease,https://en.wikipedia.org/wiki/Kohler_disease,Yes,https://en.wikipedia.org/wiki/K%C3%B6hler_disease
Kohlschütter-Tönz syndrome,https://en.wikipedia.org/wiki/Kohlsch%C3%BCtter-T%C3%B6nz_syndrome,No,https://en.wikipedia.org/wiki/Kohlsch%C3%BCtter-T%C3%B6nz_syndrome
Koilonychia,https://en.wikipedia.org/wiki/Koilonychia,No,https://en.wikipedia.org/wiki/Koilonychia
Korsakoff's syndrome,https://en.wikipedia.org/wiki/Korsakoff%27s_syndrome,Yes,https://en.wikipedia.org/wiki/Korsakoff_syndrome
Kostmann syndrome,https://en.wikipedia.org/wiki/Kostmann_syndrome,Yes,https://en.wikipedia.org/wiki/Severe_congenital_neutropenia
Kounis syndrome,https://en.wikipedia.org/wiki/Kounis_syndrome,No,https://en.wikipedia.org/wiki/Kounis_syndrome
Kowarski syndrome,https://en.wikipedia.org/wiki/Kowarski_syndrome,No,https://en.wikipedia.org/wiki/Kowarski_syndrome
Krabbe leukodystrophy,https://en.wikipedia.org/wiki/Krabbe_leukodystrophy,Yes,https://en.wikipedia.org/wiki/Krabbe_disease
Krause–Kivlin syndrome,https://en.wikipedia.org/wiki/Krause%E2%80%93Kivlin_syndrome,Yes,https://en.wikipedia.org/wiki/Peters-plus_syndrome
Kuru,https://en.wikipedia.org/wiki/Kuru_(disease),No,https://en.wikipedia.org/wiki/Kuru_(disease)
Kuskokwim disease,https://en.wikipedia.org/wiki/Kuskokwim_disease,Yes,https://en.wikipedia.org/wiki/Arthrogryposis
Kwashiorkor,https://en.wikipedia.org/wiki/Kwashiorkor,No,https://en.wikipedia.org/wiki/Kwashiorkor
Kyasanur forest disease,https://en.wikipedia.org/wiki/Kyasanur_forest_disease,Yes,https://en.wikipedia.org/wiki/Kyasanur_Forest_disease
Kyphosis,https://en.wikipedia.org/wiki/Kyphosis,No,https://en.wikipedia.org/wiki/Kyphosis
