Name,Wikipedia link (en),Redirected,Redirect link
Fabry's disease,https://en.wikipedia.org/wiki/Fabry%27s_disease,Yes,https://en.wikipedia.org/wiki/Fabry_disease
Faces syndrome,https://en.wikipedia.org/wiki/Faces_syndrome,Yes,https://en.wikipedia.org/wiki/FACES_syndrome
Facial cleft,https://en.wikipedia.org/wiki/Facial_cleft,Yes,https://en.wikipedia.org/wiki/Craniofacial_cleft
Facial dysmorphism shawl scrotum joint laxity syndrome,https://en.wikipedia.org/wiki/Facial_dysmorphism_shawl_scrotum_joint_laxity_syndrome,Yes,https://en.wikipedia.org/wiki/Seaver_Cassidy_syndrome
Facial femoral syndrome,https://en.wikipedia.org/wiki/Facial_femoral_syndrome,No,https://en.wikipedia.org/wiki/Facial_femoral_syndrome
Facial paralysis,https://en.wikipedia.org/wiki/Facial_paralysis,Yes,https://en.wikipedia.org/wiki/Facial_nerve_paralysis
Facioscapulohumeral muscular dystrophy,https://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy,No,https://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy
Factor II deficiency,https://en.wikipedia.org/wiki/Factor_II_deficiency,Yes,https://en.wikipedia.org/wiki/Thrombin
Factor V deficiency,https://en.wikipedia.org/wiki/Factor_V_deficiency,Yes,https://en.wikipedia.org/wiki/Factor_V
Factor V Leiden mutation,https://en.wikipedia.org/wiki/Factor_V_Leiden_mutation,Yes,https://en.wikipedia.org/wiki/Factor_V_Leiden
Factor VII deficiency,https://en.wikipedia.org/wiki/Factor_VII_deficiency,No,https://en.wikipedia.org/wiki/Factor_VII_deficiency
Factor VIII deficiency,https://en.wikipedia.org/wiki/Factor_VIII_deficiency,Yes,https://en.wikipedia.org/wiki/Haemophilia_A
"Factor X deficiency, congenital","https://en.wikipedia.org/wiki/Factor_X_deficiency,_congenital",Yes,https://en.wikipedia.org/wiki/Factor_X_deficiency
Factor X deficiency,https://en.wikipedia.org/wiki/Factor_X_deficiency,No,https://en.wikipedia.org/wiki/Factor_X_deficiency
"Factor XI deficiency, congenital","https://en.wikipedia.org/wiki/Factor_XI_deficiency,_congenital",Yes,https://en.wikipedia.org/wiki/Factor_XI
"Factor XIII deficiency, congenital","https://en.wikipedia.org/wiki/Factor_XIII_deficiency,_congenital",Yes,https://en.wikipedia.org/wiki/Factor_XIII
Factor XIII deficiency,https://en.wikipedia.org/wiki/Factor_XIII_deficiency,No,https://en.wikipedia.org/wiki/Factor_XIII_deficiency
Fahr's disease,https://en.wikipedia.org/wiki/Fahr%27s_disease,Yes,https://en.wikipedia.org/wiki/Primary_familial_brain_calcification
Fairbank disease,https://en.wikipedia.org/wiki/Fairbank_disease,Yes,https://en.wikipedia.org/wiki/Multiple_epiphyseal_dysplasia
Fallot tetralogy,https://en.wikipedia.org/wiki/Fallot_tetralogy,Yes,https://en.wikipedia.org/wiki/Tetralogy_of_Fallot
Familial adenomatous polyposis,https://en.wikipedia.org/wiki/Familial_adenomatous_polyposis,No,https://en.wikipedia.org/wiki/Familial_adenomatous_polyposis
Familial amyloid polyneuropathy,https://en.wikipedia.org/wiki/Familial_amyloid_polyneuropathy,No,https://en.wikipedia.org/wiki/Familial_amyloid_polyneuropathy
Familial aortic dissection,https://en.wikipedia.org/wiki/Familial_aortic_dissection,No,https://en.wikipedia.org/wiki/Familial_aortic_dissection
Familial cold autoinflamatory syndrome (FCAS),https://en.wikipedia.org/wiki/Familial_cold_autoinflamatory_syndrome_(FCAS),Yes,https://en.wikipedia.org/wiki/Cold_urticaria#Familial_cold_urticaria
