Name,Wikipedia link (en),Redirected,Redirect link
Tachycardia,https://en.wikipedia.org/wiki/Tachycardia,No,https://en.wikipedia.org/wiki/Tachycardia
Taeniasis,https://en.wikipedia.org/wiki/Taeniasis,No,https://en.wikipedia.org/wiki/Taeniasis
Takayasu arteritis,https://en.wikipedia.org/wiki/Takayasu_arteritis,Yes,https://en.wikipedia.org/wiki/Takayasu%27s_arteritis
Talipes equinovarus,https://en.wikipedia.org/wiki/Talipes_equinovarus,Yes,https://en.wikipedia.org/wiki/Clubfoot
Tangier disease,https://en.wikipedia.org/wiki/Tangier_disease,No,https://en.wikipedia.org/wiki/Tangier_disease
TAR syndrome,https://en.wikipedia.org/wiki/TAR_syndrome,No,https://en.wikipedia.org/wiki/TAR_syndrome
Tardive dyskinesia,https://en.wikipedia.org/wiki/Tardive_dyskinesia,No,https://en.wikipedia.org/wiki/Tardive_dyskinesia
Tarsal tunnel syndrome,https://en.wikipedia.org/wiki/Tarsal_tunnel_syndrome,No,https://en.wikipedia.org/wiki/Tarsal_tunnel_syndrome
Taste disorder,https://en.wikipedia.org/wiki/Taste_disorder,Yes,https://en.wikipedia.org/wiki/Dysgeusia
Taurodontism,https://en.wikipedia.org/wiki/Taurodontism,No,https://en.wikipedia.org/wiki/Taurodontism
Tay syndrome ichthyosis,https://en.wikipedia.org/wiki/Tay_syndrome_ichthyosis,Yes,https://en.wikipedia.org/wiki/Trichothiodystrophy
Taybi–Linder syndrome,https://en.wikipedia.org/wiki/Taybi%E2%80%93Linder_syndrome,Yes,https://en.wikipedia.org/wiki/Primordial_dwarfism
Taybi syndrome,https://en.wikipedia.org/wiki/Rubinstein-Taybi_syndrome,Yes,https://en.wikipedia.org/wiki/Rubinstein%E2%80%93Taybi_syndrome
Tay–Sachs disease,https://en.wikipedia.org/wiki/Tay%E2%80%93Sachs_disease,No,https://en.wikipedia.org/wiki/Tay%E2%80%93Sachs_disease
T-cell lymphoma,https://en.wikipedia.org/wiki/T-cell_lymphoma,No,https://en.wikipedia.org/wiki/T-cell_lymphoma
Tel Hashomer camptodactyly syndrome,https://en.wikipedia.org/wiki/Tel_Hashomer_camptodactyly_syndrome,No,https://en.wikipedia.org/wiki/Tel_Hashomer_camptodactyly_syndrome
"Telangiectasia, hereditary hemorrhagic","https://en.wikipedia.org/wiki/Telangiectasia,_hereditary_hemorrhagic",Yes,https://en.wikipedia.org/wiki/Hereditary_hemorrhagic_telangiectasia
Telangiectasia,https://en.wikipedia.org/wiki/Telangiectasia,No,https://en.wikipedia.org/wiki/Telangiectasia
"Temporal epilepsy, familial","https://en.wikipedia.org/wiki/Temporal_epilepsy,_familial",Yes,https://en.wikipedia.org/wiki/Temporal_lobe_epilepsy
Temporomandibular joint dysfunction (TMJ),https://en.wikipedia.org/wiki/Temporomandibular_joint_dysfunction_(TMJ),Yes,https://en.wikipedia.org/wiki/Temporomandibular_joint_dysfunction
TEN,https://en.wikipedia.org/wiki/Toxic_epidermal_necrolysis,No,https://en.wikipedia.org/wiki/Toxic_epidermal_necrolysis
Teratoma,https://en.wikipedia.org/wiki/Teratoma,No,https://en.wikipedia.org/wiki/Teratoma
Testes neoplasm,https://en.wikipedia.org/wiki/Testes_neoplasm,Yes,https://en.wikipedia.org/wiki/Testicular_cancer
