Name,Wikipedia link (en),Is it in wikidata?
Tachycardia,https://en.wikipedia.org/wiki/Tachycardia
Taeniasis,https://en.wikipedia.org/wiki/Taeniasis
Takayasu arteritis,https://en.wikipedia.org/wiki/Takayasu_arteritis
Talipes equinovarus,https://en.wikipedia.org/wiki/Talipes_equinovarus
Tangier disease,https://en.wikipedia.org/wiki/Tangier_disease,Yes
TAR syndrome,https://en.wikipedia.org/wiki/TAR_syndrome,Yes
Tardive dyskinesia,https://en.wikipedia.org/wiki/Tardive_dyskinesia
Tarsal tunnel syndrome,https://en.wikipedia.org/wiki/Tarsal_tunnel_syndrome
Taste disorder,https://en.wikipedia.org/wiki/Taste_disorder
Taurodontism,https://en.wikipedia.org/wiki/Taurodontism
Tay syndrome ichthyosis,https://en.wikipedia.org/wiki/Tay_syndrome_ichthyosis
Taybi–Linder syndrome,https://en.wikipedia.org/wiki/Taybi%E2%80%93Linder_syndrome
Taybi syndrome,https://en.wikipedia.org/wiki/Rubinstein-Taybi_syndrome
Tay–Sachs disease,https://en.wikipedia.org/wiki/Tay%E2%80%93Sachs_disease,Yes
T-cell lymphoma,https://en.wikipedia.org/wiki/T-cell_lymphoma,Yes
Tel Hashomer camptodactyly syndrome,https://en.wikipedia.org/wiki/Tel_Hashomer_camptodactyly_syndrome,Yes
"Telangiectasia, hereditary hemorrhagic","https://en.wikipedia.org/wiki/Telangiectasia,_hereditary_hemorrhagic"
Telangiectasia,https://en.wikipedia.org/wiki/Telangiectasia
"Temporal epilepsy, familial","https://en.wikipedia.org/wiki/Temporal_epilepsy,_familial"
Temporomandibular joint dysfunction (TMJ),https://en.wikipedia.org/wiki/Temporomandibular_joint_dysfunction_(TMJ)
TEN,https://en.wikipedia.org/wiki/Toxic_epidermal_necrolysis,Yes
Teratoma,https://en.wikipedia.org/wiki/Teratoma,Yes
Testes neoplasm,https://en.wikipedia.org/wiki/Testes_neoplasm
Testotoxicosis,https://en.wikipedia.org/wiki/Testotoxicosis
Tetanus,https://en.wikipedia.org/wiki/Tetanus,Yes
