Name,Wikipedia link (en),Is it in wikidata?
Labrador lung,https://en.wikipedia.org/wiki/Labrador_lung
Labyrinthitis,https://en.wikipedia.org/wiki/Labyrinthitis
Lachiewicz–Sibley syndrome,https://en.wikipedia.org/wiki/Lachiewicz%E2%80%93Sibley_syndrome,Yes
Lafora disease,https://en.wikipedia.org/wiki/Lafora_disease,Yes
Lambert–Eaton myasthenic syndrome,https://en.wikipedia.org/wiki/Lambert%E2%80%93Eaton_myasthenic_syndrome
Lambert–Eaton syndrome,https://en.wikipedia.org/wiki/Lambert%E2%80%93Eaton_syndrome
Lamellar ichthyosis,https://en.wikipedia.org/wiki/Lamellar_ichthyosis,Yes
Lamellar recessive ichthyosis,https://en.wikipedia.org/wiki/Lamellar_recessive_ichthyosis
Landau–Kleffner syndrome,https://en.wikipedia.org/wiki/Landau%E2%80%93Kleffner_syndrome,Yes
Landouzy–Dejerine muscular dystrophy,https://en.wikipedia.org/wiki/Landouzy%E2%80%93Dejerine_muscular_dystrophy
Langdon Down,https://en.wikipedia.org/wiki/Langdon_Down
Langer–Giedion syndrome,https://en.wikipedia.org/wiki/Langer%E2%80%93Giedion_syndrome,Yes
Langerhans cell histiocytosis,https://en.wikipedia.org/wiki/Langerhans_cell_histiocytosis
Laparoschisis,https://en.wikipedia.org/wiki/Laparoschisis
Large B-cell diffuse lymphoma,https://en.wikipedia.org/wiki/Large_B-cell_diffuse_lymphoma
Laron-type dwarfism,https://en.wikipedia.org/wiki/Laron-type_dwarfism
"Larsen syndrome, dominant type","https://en.wikipedia.org/wiki/Larsen_syndrome,_dominant_type"
"Larsen syndrome, recessive type","https://en.wikipedia.org/wiki/Larsen_syndrome,_recessive_type"
Larsen syndrome,https://en.wikipedia.org/wiki/Larsen_syndrome,Yes
Laryngeal carcinoma,https://en.wikipedia.org/wiki/Laryngeal_carcinoma
Laryngeal cleft,https://en.wikipedia.org/wiki/Laryngeal_cleft,Yes
Laryngeal neoplasm,https://en.wikipedia.org/wiki/Laryngeal_neoplasm
Laryngeal papillomatosis,https://en.wikipedia.org/wiki/Laryngeal_papillomatosis,Yes
Laryngocele,https://en.wikipedia.org/wiki/Laryngocele,Yes
Laryngomalacia,https://en.wikipedia.org/wiki/Laryngomalacia,Yes
Lassa fever,https://en.wikipedia.org/wiki/Lassa_fever,Yes
Lattice corneal dystrophy type 2,https://en.wikipedia.org/wiki/Lattice_corneal_dystrophy_type_2
Launois–Bensaude adenolipomatosis,https://en.wikipedia.org/wiki/Launois%E2%80%93Bensaude_adenolipomatosis
Laurence–Moon–Bardet–Biedl syndrome,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
LCHAD deficiency,https://en.wikipedia.org/wiki/LCHAD_deficiency
Lead poisoning,https://en.wikipedia.org/wiki/Lead_poisoning
Leber optic atrophy,https://en.wikipedia.org/wiki/Leber_optic_atrophy
