Name,Wikipedia link (en),Is it in wikidata?
Jackson–Weiss syndrome,https://en.wikipedia.org/wiki/Jackson%E2%80%93Weiss_syndrome,Yes
Jacobsen syndrome,https://en.wikipedia.org/wiki/Jacobsen_syndrome,Yes
Jadassohn–Lewandowsky syndrome,https://en.wikipedia.org/wiki/Jadassohn%E2%80%93Lewandowsky_syndrome
Jaffer–Beighton syndrome,https://en.wikipedia.org/w/index.php?title=Jaffer%E2%80%93Beighton_syndrome&action=edit&redlink=1
Jalili syndrome,https://en.wikipedia.org/wiki/Jalili_syndrome,Yes
Jancar syndrome,https://en.wikipedia.org/w/index.php?title=Jancar_syndrome&action=edit&redlink=1
Jankovic–Rivera syndrome,https://en.wikipedia.org/wiki/Jankovic%E2%80%93Rivera_syndrome
Jansen type metaphyseal chondrodysplasia,https://en.wikipedia.org/w/index.php?title=Jansen_type_metaphyseal_chondrodysplasia&action=edit&redlink=1
Jansky–Bielschowsky disease,https://en.wikipedia.org/wiki/Jansky%E2%80%93Bielschowsky_disease,Yes
Japanese encephalitis,https://en.wikipedia.org/wiki/Japanese_encephalitis,Yes
Jarcho–Levin syndrome,https://en.wikipedia.org/wiki/Jarcho%E2%80%93Levin_syndrome
Jejunal atresia,https://en.wikipedia.org/wiki/Jejunal_atresia
Jensen syndrome,https://en.wikipedia.org/w/index.php?title=Jensen_syndrome&action=edit&redlink=1
Jequier–Kozlowski skeletal dysplasia,https://en.wikipedia.org/w/index.php?title=Jequier%E2%80%93Kozlowski_skeletal_dysplasia&action=edit&redlink=1
Jervell and Lange-Nielsen syndrome,https://en.wikipedia.org/wiki/Jervell_and_Lange-Nielsen_syndrome,Yes
Jeune syndrome situs inversus,https://en.wikipedia.org/w/index.php?title=Jeune_syndrome_situs_inversus&action=edit&redlink=1
Jeune syndrome,https://en.wikipedia.org/wiki/Jeune_syndrome
Jeune asphyxiating thoracic dystrophy,https://en.wikipedia.org/w/index.php?title=Jeune_asphyxiating_thoracic_dystrophy&action=edit&redlink=1
Job syndrome,https://en.wikipedia.org/wiki/Job_syndrome
Johanson–Blizzard syndrome,https://en.wikipedia.org/wiki/Johanson%E2%80%93Blizzard_syndrome,Yes
Johnson–Hall–Krous syndrome,https://en.wikipedia.org/w/index.php?title=Johnson%E2%80%93Hall%E2%80%93Krous_syndrome&action=edit&redlink=1
Johnson–Munson syndrome,https://en.wikipedia.org/wiki/Johnson%E2%80%93Munson_syndrome,Yes
Johnston–Aarons–Schelley syndrome,https://en.wikipedia.org/w/index.php?title=Johnston%E2%80%93Aarons%E2%80%93Schelley_syndrome&action=edit&redlink=1
Jones–Hersh–Yusk syndrome,https://en.wikipedia.org/w/index.php?title=Jones%E2%80%93Hersh%E2%80%93Yusk_syndrome&action=edit&redlink=1
Jones syndrome,https://en.wikipedia.org/wiki/Jones_syndrome,Yes
Jorgenson–Lenz syndrome,https://en.wikipedia.org/w/index.php?title=Jorgenson%E2%80%93Lenz_syndrome&action=edit&redlink=1
Joseph disease,https://en.wikipedia.org/w/index.php?title=Joseph_disease&action=edit&redlink=1
Joubert syndrome bilateral chorioretinal coloboma,https://en.wikipedia.org/w/index.php?title=Joubert_syndrome_bilateral_chorioretinal_coloboma&action=edit&redlink=1
Joubert syndrome,https://en.wikipedia.org/wiki/Joubert_syndrome,Yes
Juberg–Hayward syndrome,https://en.wikipedia.org/w/index.php?title=Juberg%E2%80%93Hayward_syndrome&action=edit&redlink=1
Juberg–Marsidi syndrome,https://en.wikipedia.org/wiki/Juberg%E2%80%93Marsidi_syndrome
Judge–Misch–Wright syndrome,https://en.wikipedia.org/w/index.php?title=Judge%E2%80%93Misch%E2%80%93Wright_syndrome&action=edit&redlink=1
Jumping Frenchmen of Maine,https://en.wikipedia.org/wiki/Jumping_Frenchmen_of_Maine,Yes
Jung–Wolff–Back–Stahl syndrome,https://en.wikipedia.org/w/index.php?title=Jung%E2%80%93Wolff%E2%80%93Back%E2%80%93Stahl_syndrome&action=edit&redlink=1
Juvenile cataract cerebellar atrophy myopathy mental retardation,https://en.wikipedia.org/w/index.php?title=Juvenile_cataract_cerebellar_atrophy_myopathy_mental_retardation&action=edit&redlink=1
Juvenile dermatomyositis,https://en.wikipedia.org/wiki/Juvenile_dermatomyositis
Juvenile gastrointestinal polyposis,https://en.wikipedia.org/w/index.php?title=Juvenile_gastrointestinal_polyposis&action=edit&redlink=1
Juvenile gout,https://en.wikipedia.org/wiki/Juvenile_gout
Juvenile hyaline fibromatosis,https://en.wikipedia.org/wiki/Juvenile_hyaline_fibromatosis,Yes
Juvenile macular degeneration hypotrichosis,https://en.wikipedia.org/w/index.php?title=Juvenile_macular_degeneration_hypotrichosis&action=edit&redlink=1
Juvenile muscular atrophy of the distal upper limb,https://en.wikipedia.org/w/index.php?title=Juvenile_muscular_atrophy_of_the_distal_upper_limb&action=edit&redlink=1
Juvenile myoclonic epilepsy,https://en.wikipedia.org/wiki/Juvenile_myoclonic_epilepsy
Juvenile nephronophthisis,https://en.wikipedia.org/wiki/Juvenile_nephronophthisis,Yes
Juvenile rheumatoid arthritis,https://en.wikipedia.org/wiki/Juvenile_rheumatoid_arthritis
Juvenile temporal arteritis,https://en.wikipedia.org/w/index.php?title=Juvenile_temporal_arteritis&action=edit&redlink=1
Juliannite nephronophthisis,https://en.wikipedia.org/w/index.php?title=Juliannite_nephronophthisis&action=edit&redlink=1
