Name,Wikipedia link (en)
10q partial trisomy,https://en.wikipedia.org/wiki/Distal_Trisomy_10q
11 beta hydroxylase deficiency,https://en.wikipedia.org/wiki/11_beta_hydroxylase_deficiency
11 beta hydroxysteroid dehydrogenase type 2 deficiency,https://en.wikipedia.org/wiki/11_beta_hydroxysteroid_dehydrogenase_type_2_deficiency
17 alpha hydroxylase deficiency,https://en.wikipedia.org/wiki/17_alpha_hydroxylase_deficiency
17 beta hydroxysteroide dehydrogenase deficiency,https://en.wikipedia.org/wiki/17_beta_hydroxysteroide_dehydrogenase_deficiency
17-beta-hydroxysteroid dehydrogenase deficiency,https://en.wikipedia.org/wiki/17-beta-hydroxysteroid_dehydrogenase_deficiency
17q21.31 microdeletion syndrome,https://en.wikipedia.org/wiki/17q21.31_microdeletion_syndrome
18-Hydroxylase deficiency,https://en.wikipedia.org/wiki/18-Hydroxylase_deficiency
18p deletion syndrome,https://en.wikipedia.org/wiki/18p_deletion_syndrome
1p36 deletion syndrome,https://en.wikipedia.org/wiki/1p36_deletion_syndrome
2-hydroxyglutaricaciduria,https://en.wikipedia.org/wiki/2-hydroxyglutaricaciduria
2-Hydroxyglutaricaciduria,https://en.wikipedia.org/wiki/2-Hydroxyglutaricaciduria
"2,8 dihydroxy-adenine urolithiasis","https://en.wikipedia.org/wiki/2,8_dihydroxy-adenine_urolithiasis"
21 hydroxylase deficiency,https://en.wikipedia.org/wiki/21_hydroxylase_deficiency
22q11.2 deletion syndrome,https://en.wikipedia.org/wiki/22q11.2_deletion_syndrome
3 beta hydroxysteroid dehydrogenase deficiency,https://en.wikipedia.org/wiki/3_beta_hydroxysteroid_dehydrogenase_deficiency
3 hydroxyisobutyric aciduria,https://en.wikipedia.org/wiki/3_hydroxyisobutyric_aciduria
3 hydroxyisobutyric aciduria,https://en.wikipedia.org/wiki/3_hydroxyisobutyric_aciduria
3 methylcrotonic aciduria,https://en.wikipedia.org/wiki/3_methylcrotonic_aciduria
3 methylglutaconyl coa hydratase deficiency,https://en.wikipedia.org/wiki/3_methylglutaconyl_coa_hydratase_deficiency
3-hydroxy 3-methyl glutaryl-coa lyase deficiency,https://en.wikipedia.org/wiki/3-hydroxy_3-methyl_glutaryl-coa_lyase_deficiency
3-hydroxyacyl-coa dehydrogenase deficiency,https://en.wikipedia.org/wiki/3-hydroxyacyl-coa_dehydrogenase_deficiency
3-M syndrome,https://en.wikipedia.org/wiki/3-M_syndrome
3-methyl crotonyl-coa carboxylase deficiency,https://en.wikipedia.org/wiki/3-methyl_crotonyl-coa_carboxylase_deficiency
3-methyl glutaconic aciduria,https://en.wikipedia.org/wiki/3-methyl_glutaconic_aciduria
3C syndrome,https://en.wikipedia.org/wiki/3C_syndrome
3q29 microdeletion syndrome,https://en.wikipedia.org/wiki/3q29_microdeletion_syndrome
4-Alpha-hydroxyphenylpyruvate hydroxylase deficiency,https://en.wikipedia.org/wiki/4-Alpha-hydroxyphenylpyruvate_hydroxylase_deficiency
46 xx gonadal dysgenesis epibulbar dermoid,https://en.wikipedia.org/wiki/46_xx_gonadal_dysgenesis_epibulbar_dermoid
"47, XXY syndrome",https://en.wikipedia.org/wiki/Klinefelter_syndrome
"47, XYY syndrome",https://en.wikipedia.org/wiki/XYY_syndrome
"47, XXX syndrome",https://en.wikipedia.org/wiki/Triple_X_syndrome
"48, XXXX syndrome","https://en.wikipedia.org/wiki/48,_XXXX"
"48, XXYY syndrome",https://en.wikipedia.org/wiki/XXYY_syndrome
"49, XXXXX syndrome","https://en.wikipedia.org/wiki/49,_XXXXX"
"49, XXXXY syndrome","https://en.wikipedia.org/wiki/49,_XXXXY_syndrome"
5 alpha reductase 2 deficiency,https://en.wikipedia.org/wiki/5_alpha_reductase_2_deficiency
5p minus syndrome,https://en.wikipedia.org/wiki/Cri_du_chat
5q- syndrome,https://en.wikipedia.org/wiki/5q-_syndrome
6-pyruvoyl-tetrahydropterin synthase deficiency,https://en.wikipedia.org/wiki/6-pyruvoyl-tetrahydropterin_synthase_deficiency
6-pyruvoyltetrahydropterin synthase deficiency,https://en.wikipedia.org/wiki/6-pyruvoyltetrahydropterin_synthase_deficiency
7-dehydrocholesterol reductase deficiency,https://en.wikipedia.org/wiki/7-dehydrocholesterol_reductase_deficiency
8p23.1 duplication syndrome,https://en.wikipedia.org/wiki/8p23.1_duplication_syndrome
9q34 deletion syndrome,https://en.wikipedia.org/wiki/9q34_deletion_syndrome
