Name,Wikipedia link (en)
Saal Bulas syndrome,https://en.wikipedia.org/wiki/Saal_Bulas_syndrome
Saal Greenstein syndrome,https://en.wikipedia.org/wiki/Saal_Greenstein_syndrome
Sabinas brittle hair syndrome,https://en.wikipedia.org/wiki/Sabinas_brittle_hair_syndrome
Saccharopinuria,https://en.wikipedia.org/wiki/Saccharopinuria
Sacral agenesis,https://en.wikipedia.org/wiki/Sacral_agenesis
Sacral defect anterior sacral meningocele,https://en.wikipedia.org/wiki/Sacral_defect_anterior_sacral_meningocele
Sacral plexopathy,https://en.wikipedia.org/wiki/Sacral_plexopathy
Sadistic personality disorder,https://en.wikipedia.org/wiki/Sadistic_personality_disorder
Saethre–Chotzen syndrome,https://en.wikipedia.org/wiki/Saethre%E2%80%93Chotzen_syndrome
Saito-Kuba-Tsuruta syndrome,https://en.wikipedia.org/wiki/Saito-Kuba-Tsuruta_syndrome
Sakati syndrome,https://en.wikipedia.org/wiki/Sakati_syndrome
Salivary disorder,https://en.wikipedia.org/wiki/Salivary_disorder
Salivary gland disorders,https://en.wikipedia.org/wiki/Salivary_gland_disorder
Salla disease,https://en.wikipedia.org/wiki/Salla_disease
Salmonellosis,https://en.wikipedia.org/wiki/Salmonellosis
Sandhoff disease,https://en.wikipedia.org/wiki/Sandhoff_disease
Sanfilippo syndrome,https://en.wikipedia.org/wiki/Sanfilippo_syndrome
Santavuori disease,https://en.wikipedia.org/wiki/Santavuori_disease
SAPHO syndrome,https://en.wikipedia.org/wiki/SAPHO_syndrome
"Sarcoidosis, pulmonary","https://en.wikipedia.org/wiki/Sarcoidosis,_pulmonary"
Sarcoidosis,https://en.wikipedia.org/wiki/Sarcoidosis
"Sarcoma, granulocytic","https://en.wikipedia.org/wiki/Sarcoma,_granulocytic"
Sarcosinemia,https://en.wikipedia.org/wiki/Sarcosinemia
Satoyoshi syndrome,https://en.wikipedia.org/wiki/Satoyoshi_syndrome
Say–Meyer syndrome,https://en.wikipedia.org/wiki/Say%E2%80%93Meyer_syndrome
Scabies,https://en.wikipedia.org/wiki/Scabies
SCAD deficiency,https://en.wikipedia.org/wiki/SCAD_deficiency
Scalp–ear–nipple syndrome,https://en.wikipedia.org/wiki/Scalp%E2%80%93ear%E2%80%93nipple_syndrome
SCARF syndrome,https://en.wikipedia.org/wiki/SCARF_syndrome
Scarlet fever,https://en.wikipedia.org/wiki/Scarlet_fever
Schamberg's disease pigmentation disorder,https://en.wikipedia.org/wiki/Schamberg%27s_disease_pigmentation_disorder
Schamberg's disease,https://en.wikipedia.org/wiki/Schamberg%27s_disease
Scheie syndrome,https://en.wikipedia.org/wiki/Scheie_syndrome
Scheuermann's disease,https://en.wikipedia.org/wiki/Scheuermann%27s_disease
Schimke syndrome,https://en.wikipedia.org/wiki/Schimke_syndrome
Schindler disease,https://en.wikipedia.org/wiki/Schindler_disease
Schinzel–Giedion syndrome,https://en.wikipedia.org/wiki/Schinzel%E2%80%93Giedion_syndrome
Schinzel syndrome,https://en.wikipedia.org/wiki/Schinzel_syndrome
Schistosomiasis,https://en.wikipedia.org/wiki/Schistosomiasis
Schizencephaly,https://en.wikipedia.org/wiki/Schizencephaly
Schizoaffective disorder,https://en.wikipedia.org/wiki/Schizoaffective_disorder
Schizoid personality disorder,https://en.wikipedia.org/wiki/Schizoid_personality_disorder
Schizophrenia,https://en.wikipedia.org/wiki/Schizophrenia
"Schizophrenia, genetic types","https://en.wikipedia.org/wiki/Schizophrenia,_genetic_types"
Schizophreniform disorder,https://en.wikipedia.org/wiki/Schizophreniform_disorder
Schizotypal personality disorder,https://en.wikipedia.org/wiki/Schizotypal_personality_disorder
Schmidt syndrome,https://en.wikipedia.org/wiki/Schmidt_syndrome
Schmitt Gillenwater Kelly syndrome,https://en.wikipedia.org/wiki/Schmitt_Gillenwater_Kelly_syndrome
Upshaw–Schülman syndrome,https://en.wikipedia.org/wiki/Upshaw%E2%80%93Sch%C3%BClman_syndrome
"Schwannoma, malignant","https://en.wikipedia.org/wiki/Schwannoma,_malignant"
Schwannomatosis,https://en.wikipedia.org/wiki/Schwannomatosis
Schwartz–Jampel syndrome,https://en.wikipedia.org/wiki/Schwartz%E2%80%93Jampel_syndrome
Sciatica,https://en.wikipedia.org/wiki/Sciatica
Scimitar syndrome,https://en.wikipedia.org/wiki/Scimitar_syndrome
Scleredema,https://en.wikipedia.org/wiki/Scleredema
Scleroderma,https://en.wikipedia.org/wiki/Scleroderma
Scleromyxedema,https://en.wikipedia.org/wiki/Scleromyxedema
Sclerosing cholangitis,https://en.wikipedia.org/wiki/Sclerosing_cholangitis
Sclerosteosis,https://en.wikipedia.org/wiki/Sclerosteosis
Sclerotylosis,https://en.wikipedia.org/wiki/Sclerotylosis
SCOT deficiency,https://en.wikipedia.org/wiki/SCOT_deficiency
Scott syndrome,https://en.wikipedia.org/wiki/Scott_syndrome
Scrapie,https://en.wikipedia.org/wiki/Scrapie
Scurvy,https://en.wikipedia.org/wiki/Scurvy
Scoliosis,https://en.wikipedia.org/wiki/Scoliosis
Scoliosis as part of NF,https://en.wikipedia.org/wiki/Scoliosis_as_part_of_NF
Scoliosis with unilateral unsegmented bar,https://en.wikipedia.org/wiki/Scoliosis_with_unilateral_unsegmented_bar
Scotoma,https://en.wikipedia.org/wiki/Scotoma
Sea-blue histiocytosis,https://en.wikipedia.org/wiki/Sea-blue_histiocytosis
Seafood poisoning,https://en.wikipedia.org/wiki/Seafood_poisoning
Seasonal affective disorder,https://en.wikipedia.org/wiki/Seasonal_affective_disorder
Seaver Cassidy syndrome,https://en.wikipedia.org/wiki/Seaver_Cassidy_syndrome
Sebocystomatosis,https://en.wikipedia.org/wiki/Sebocystomatosis
Secernentea Infections,https://en.wikipedia.org/wiki/Secernentea_Infections
Seckel syndrome,https://en.wikipedia.org/wiki/Seckel_syndrome
Secondary pulmonary hypertension,https://en.wikipedia.org/wiki/Secondary_pulmonary_hypertension
Segmental neurofibromatosis,https://en.wikipedia.org/wiki/Segmental_neurofibromatosis
Selective mutism,https://en.wikipedia.org/wiki/Selective_mutism
Selenium poisoning,https://en.wikipedia.org/wiki/Selenium_poisoning
Self-defeating personality disorder,https://en.wikipedia.org/wiki/Self-defeating_personality_disorder
Seminoma,https://en.wikipedia.org/wiki/Seminoma
Senior–Løken syndrome,https://en.wikipedia.org/wiki/Senior%E2%80%93L%C3%B8ken_syndrome
Sensenbrenner syndrome,https://en.wikipedia.org/wiki/Sensenbrenner_syndrome
Sensorineural hearing loss,https://en.wikipedia.org/wiki/Sensorineural_hearing_loss
Sensory neuropathy type 1,https://en.wikipedia.org/wiki/Sensory_neuropathy_type_1
Sensory processing disorder,https://en.wikipedia.org/wiki/Sensory_processing_disorder
Sensory neuropathy,https://en.wikipedia.org/wiki/Sensory_neuropathy
Senter syndrome,https://en.wikipedia.org/wiki/Senter_syndrome
Separation anxiety disorder,https://en.wikipedia.org/wiki/Separation_anxiety_disorder
Sepsis,https://en.wikipedia.org/wiki/Sepsis
Septic shock,https://en.wikipedia.org/wiki/Septic_shock
Septo-optic dysplasia,https://en.wikipedia.org/wiki/Septo-optic_dysplasia
Serum sickness,https://en.wikipedia.org/wiki/Serum_sickness
Serious digitalis intoxication,https://en.wikipedia.org/wiki/Serious_digitalis_intoxication
Setleis syndrome,https://en.wikipedia.org/wiki/Setleis_syndrome
Severe acute respiratory syndrome,https://en.wikipedia.org/wiki/Severe_acute_respiratory_syndrome
Severe combined immunodeficiency,https://en.wikipedia.org/wiki/Severe_combined_immunodeficiency
Sex chromosome disorders,https://en.wikipedia.org/wiki/Sex_chromosome_disorders_(disambiguation)
Sexual aversion disorder,https://en.wikipedia.org/wiki/Sexual_aversion_disorder
Sexually transmitted disease,https://en.wikipedia.org/wiki/Sexually_transmitted_disease
Sézary syndrome,https://en.wikipedia.org/wiki/S%C3%A9zary_syndrome
Shapiro syndrome,https://en.wikipedia.org/wiki/Shapiro_syndrome
Shared psychotic disorder,https://en.wikipedia.org/wiki/Shared_psychotic_disorder
Sharp syndrome,https://en.wikipedia.org/wiki/Sharp_syndrome
Shaver's disease,https://en.wikipedia.org/wiki/Shaver%27s_disease
Sheehan syndrome,https://en.wikipedia.org/wiki/Sheehan_syndrome
Shellfish poisoning,https://en.wikipedia.org/wiki/Shellfish_poisoning
"Shellfish poisoning, amnesic",https://en.wikipedia.org/wiki/Amnesic_shellfish_poisoning
"Shellfish poisoning, diarrheal",https://en.wikipedia.org/wiki/Diarrheal_shellfish_poisoning
"Shellfish poisoning, neurotoxic",https://en.wikipedia.org/wiki/Neurotoxic_shellfish_poisoning
"Shellfish poisoning, paralytic",https://en.wikipedia.org/wiki/Paralytic_shellfish_poisoning
Shigellosis,https://en.wikipedia.org/wiki/Shigellosis
Shingles,https://en.wikipedia.org/wiki/Shingles
Shock,https://en.wikipedia.org/wiki/Shock_(circulatory)
Short bowel syndrome,https://en.wikipedia.org/wiki/Short_bowel_syndrome
Short-chain acyl-CoA dehydrogenase deficiency,https://en.wikipedia.org/wiki/Short-chain_acyl-CoA_dehydrogenase_deficiency
Short QT syndrome,https://en.wikipedia.org/wiki/Short_QT_syndrome
Short rib-polydactyly syndrome,https://en.wikipedia.org/wiki/Short_rib-polydactyly_syndrome
"Short rib-polydactyly syndrome, Beermer type","https://en.wikipedia.org/wiki/Short_rib-polydactyly_syndrome,_Beermer_type"
"Short rib-polydactyly syndrome, Majewski type","https://en.wikipedia.org/wiki/Short_rib-polydactyly_syndrome,_Majewski_type"
"Short rib-polydactyly syndrome, Saldino-Noonan type","https://en.wikipedia.org/wiki/Short_rib-polydactyly_syndrome,_Saldino-Noonan_type"
"Short rib-polydactyly syndrome, Verma-Naumoff type","https://en.wikipedia.org/wiki/Short_rib-polydactyly_syndrome,_Verma-Naumoff_type"
Short stature wormian bones dextrocardia,https://en.wikipedia.org/wiki/Short_stature_wormian_bones_dextrocardia
Short syndrome,https://en.wikipedia.org/wiki/Short_syndrome
Shprintzen syndrome,https://en.wikipedia.org/wiki/Shprintzen_syndrome
Shwachman syndrome,https://en.wikipedia.org/wiki/Shwachman_syndrome
Shwachman–Bodian–Diamond syndrome,https://en.wikipedia.org/wiki/Shwachman%E2%80%93Bodian%E2%80%93Diamond_syndrome
Shwartzman phenomenon,https://en.wikipedia.org/wiki/Shwartzman_phenomenon
Shy–Drager syndrome,https://en.wikipedia.org/wiki/Shy%E2%80%93Drager_syndrome
Sialadenitis,https://en.wikipedia.org/wiki/Sialadenitis
Sialidosis type 1 and 3,https://en.wikipedia.org/wiki/Sialidosis_type_1_and_3
Sialidosis,https://en.wikipedia.org/wiki/Sialidosis
"Sialuria, French type","https://en.wikipedia.org/wiki/Sialuria,_French_type"
Sickle cell anemia,https://en.wikipedia.org/wiki/Sickle-cell_disease
"Sideroblastic anemia, autosomal","https://en.wikipedia.org/wiki/Sideroblastic_anemia,_autosomal"
Siderosis,https://en.wikipedia.org/wiki/Siderosis
Silent sinus syndrome,https://en.wikipedia.org/wiki/Silent_sinus_syndrome
Silicosiderosis,https://en.wikipedia.org/wiki/Silicosiderosis
Silicosis,https://en.wikipedia.org/wiki/Silicosis
Silver–Russell syndrome,https://en.wikipedia.org/wiki/Silver%E2%80%93Russell_syndrome
Silvery hair syndrome,https://en.wikipedia.org/wiki/Silvery_hair_syndrome
Simian B virus infection,https://en.wikipedia.org/wiki/Simian_B_virus_infection
Simpson–Golabi–Behmel syndrome,https://en.wikipedia.org/wiki/Simpson%E2%80%93Golabi%E2%80%93Behmel_syndrome
Singleton Merten syndrome,https://en.wikipedia.org/wiki/Singleton_Merten_syndrome
Sino-auricular heart block,https://en.wikipedia.org/wiki/Sino-auricular_heart_block
Sinus cancer,https://en.wikipedia.org/wiki/Sinus_cancer
Sinus histiocytosis,https://en.wikipedia.org/wiki/Sinus_histiocytosis
Sipple syndrome,https://en.wikipedia.org/wiki/Sipple_syndrome
Sirenomelia,https://en.wikipedia.org/wiki/Sirenomelia
Sitophobia,https://en.wikipedia.org/wiki/Sitophobia
Sitosterolemia,https://en.wikipedia.org/wiki/Sitosterolemia
"Situs inversus, X linked","https://en.wikipedia.org/wiki/Situs_inversus,_X_linked"
Sixth nerve palsy,https://en.wikipedia.org/wiki/Sixth_nerve_palsy
Sjögren–Larsson syndrome,https://en.wikipedia.org/wiki/Sj%C3%B6gren%E2%80%93Larsson_syndrome
Sjögren's syndrome,https://en.wikipedia.org/wiki/Sj%C3%B6gren%27s_syndrome
Skeletal dysplasias,https://en.wikipedia.org/wiki/Skeletal_dysplasias
Skin peeling syndrome,https://en.wikipedia.org/wiki/Skin_peeling_syndrome
Sleepwalking disorder,https://en.wikipedia.org/wiki/Sleepwalking_disorder
Sly syndrome,https://en.wikipedia.org/wiki/Sly_syndrome
Small cell lung cancer,https://en.wikipedia.org/wiki/Small_cell_lung_cancer
Small intestinal bacterial overgrowth,https://en.wikipedia.org/wiki/Small_intestinal_bacterial_overgrowth
Smallpox,https://en.wikipedia.org/wiki/Smallpox
Smith–Fineman–Myers syndrome,https://en.wikipedia.org/wiki/Smith%E2%80%93Fineman%E2%80%93Myers_syndrome
