Name,Wikipedia link (en),Redirected,Redirect link
N-Acetylglutamate synthase deficiency,https://en.wikipedia.org/wiki/N-Acetylglutamate_synthase_deficiency,No,https://en.wikipedia.org/wiki/N-Acetylglutamate_synthase_deficiency
Naegeli–Franceschetti–Jadassohn syndrome,https://en.wikipedia.org/wiki/Naegeli%E2%80%93Franceschetti%E2%80%93Jadassohn_syndrome,No,https://en.wikipedia.org/wiki/Naegeli%E2%80%93Franceschetti%E2%80%93Jadassohn_syndrome
Nail–patella syndrome,https://en.wikipedia.org/wiki/Nail%E2%80%93patella_syndrome,No,https://en.wikipedia.org/wiki/Nail%E2%80%93patella_syndrome
Nakajo syndrome,https://en.wikipedia.org/wiki/Nakajo_syndrome,No,https://en.wikipedia.org/wiki/Nakajo_syndrome
NAME syndrome,https://en.wikipedia.org/wiki/NAME_syndrome,Yes,https://en.wikipedia.org/wiki/Carney_complex
Nance–Horan syndrome,https://en.wikipedia.org/wiki/Nance%E2%80%93Horan_syndrome,No,https://en.wikipedia.org/wiki/Nance%E2%80%93Horan_syndrome
Narcissistic personality disorder,https://en.wikipedia.org/wiki/Narcissistic_personality_disorder,No,https://en.wikipedia.org/wiki/Narcissistic_personality_disorder
Narcolepsy,https://en.wikipedia.org/wiki/Narcolepsy,No,https://en.wikipedia.org/wiki/Narcolepsy
Narcolepsy-Cataplexy,https://en.wikipedia.org/wiki/Narcolepsy-Cataplexy,Yes,https://en.wikipedia.org/wiki/Narcolepsy
Nasodigitoacoustic syndrome,https://en.wikipedia.org/wiki/Nasodigitoacoustic_syndrome,No,https://en.wikipedia.org/wiki/Nasodigitoacoustic_syndrome
Nasopharyngeal carcinoma,https://en.wikipedia.org/wiki/Nasopharyngeal_carcinoma,No,https://en.wikipedia.org/wiki/Nasopharyngeal_carcinoma
Nasopharyngitis,https://en.wikipedia.org/wiki/Nasopharyngitis,Yes,https://en.wikipedia.org/wiki/Common_cold
Nathalie syndrome,https://en.wikipedia.org/wiki/Nathalie_syndrome,No,https://en.wikipedia.org/wiki/Nathalie_syndrome
Naxos disease,https://en.wikipedia.org/wiki/Naxos_disease,Yes,https://en.wikipedia.org/wiki/Naxos_syndrome
Necrotizing fasciitis,https://en.wikipedia.org/wiki/Necrotizing_fasciitis,No,https://en.wikipedia.org/wiki/Necrotizing_fasciitis
Neisseria meningitidis,https://en.wikipedia.org/wiki/Neisseria_meningitidis,No,https://en.wikipedia.org/wiki/Neisseria_meningitidis
