Name,Wikipedia link (en),Redirected,Redirect link
Pachydermoperiostosis,https://en.wikipedia.org/wiki/Pachydermoperiostosis,No,https://en.wikipedia.org/wiki/Pachydermoperiostosis
Pachygyria,https://en.wikipedia.org/wiki/Pachygyria,No,https://en.wikipedia.org/wiki/Pachygyria
Pachyonychia congenita Jackson–Lawler type,https://en.wikipedia.org/wiki/Pachyonychia_congenita_Jackson%E2%80%93Lawler_type,Yes,https://en.wikipedia.org/wiki/Pachyonychia_congenita
Pacman dysplasia,https://en.wikipedia.org/wiki/Pacman_dysplasia,No,https://en.wikipedia.org/wiki/Pacman_dysplasia
Paget disease extramammary,https://en.wikipedia.org/wiki/Paget_disease_extramammary,Yes,https://en.wikipedia.org/wiki/Extramammary_Paget%27s_disease
Paget's disease of bone,https://en.wikipedia.org/wiki/Paget%27s_disease_of_bone,No,https://en.wikipedia.org/wiki/Paget%27s_disease_of_bone
Paget's disease of the breast,https://en.wikipedia.org/wiki/Paget%27s_disease_of_the_breast,No,https://en.wikipedia.org/wiki/Paget%27s_disease_of_the_breast
"Paget's disease, type 1","https://en.wikipedia.org/wiki/Paget%27s_disease,_type_1",Yes,https://en.wikipedia.org/wiki/Paget%27s_disease_of_bone
Palindromic rheumatism,https://en.wikipedia.org/wiki/Palindromic_rheumatism,No,https://en.wikipedia.org/wiki/Palindromic_rheumatism
Pallister–Hall syndrome,https://en.wikipedia.org/wiki/Pallister%E2%80%93Hall_syndrome,No,https://en.wikipedia.org/wiki/Pallister%E2%80%93Hall_syndrome
Pallister–Killian syndrome,https://en.wikipedia.org/wiki/Pallister%E2%80%93Killian_syndrome,No,https://en.wikipedia.org/wiki/Pallister%E2%80%93Killian_syndrome
Palmitoyl-protein thioesterase deficiency,https://en.wikipedia.org/wiki/Palmitoyl-protein_thioesterase_deficiency,Yes,https://en.wikipedia.org/wiki/Neuronal_ceroid_lipofuscinosis
Palmoplantar Keratoderma,https://en.wikipedia.org/wiki/Palmoplantar_Keratoderma,Yes,https://en.wikipedia.org/wiki/Palmoplantar_keratoderma
Palsy cerebral,https://en.wikipedia.org/wiki/Palsy_cerebral,Yes,https://en.wikipedia.org/wiki/Cerebral_palsy
Panayiotopoulos syndrome,https://en.wikipedia.org/wiki/Panayiotopoulos_syndrome,No,https://en.wikipedia.org/wiki/Panayiotopoulos_syndrome
Pancreas divisum,https://en.wikipedia.org/wiki/Pancreas_divisum,No,https://en.wikipedia.org/wiki/Pancreas_divisum
Pancreatic adenoma,https://en.wikipedia.org/wiki/Pancreatic_adenoma,Yes,https://en.wikipedia.org/wiki/Pancreatic_cancer
Pancreatic cancer,https://en.wikipedia.org/wiki/Pancreatic_cancer,No,https://en.wikipedia.org/wiki/Pancreatic_cancer
"Pancreatic carcinoma, familial","https://en.wikipedia.org/wiki/Pancreatic_carcinoma,_familial",Yes,https://en.wikipedia.org/wiki/Pancreatic_cancer
Pancreatic diseases,https://en.wikipedia.org/wiki/Pancreatic_diseases,Yes,https://en.wikipedia.org/wiki/Pancreas
Pancreatic islet cell neoplasm,https://en.wikipedia.org/wiki/Pancreatic_islet_cell_neoplasm,Yes,https://en.wikipedia.org/wiki/Pancreatic_cancer
