Name,Wikipedia link (en),Redirected,Redirect link
Vaccinophobia,https://en.wikipedia.org/wiki/Vaccinophobia,Yes,https://en.wikipedia.org/wiki/Vaccine_hesitancy
VACTERL association,https://en.wikipedia.org/wiki/VACTERL_association,No,https://en.wikipedia.org/wiki/VACTERL_association
Vagabond's disease,https://en.wikipedia.org/wiki/Vagabond%27s_disease,Yes,https://en.wikipedia.org/wiki/Pediculosis_corporis
Vaginismus,https://en.wikipedia.org/wiki/Vaginismus,No,https://en.wikipedia.org/wiki/Vaginismus
Valinemia,https://en.wikipedia.org/wiki/Valinemia,Yes,https://en.wikipedia.org/wiki/Hypervalinemia
Van Den Bosch syndrome,https://en.wikipedia.org/wiki/Van_Den_Bosch_syndrome,No,https://en.wikipedia.org/wiki/Van_Den_Bosch_syndrome
Van der Woude syndrome,https://en.wikipedia.org/wiki/Van_der_Woude_syndrome,No,https://en.wikipedia.org/wiki/Van_der_Woude_syndrome
Van Maldergem–Wetzburger–Verloes syndrome,https://en.wikipedia.org/wiki/Van_Maldergem%E2%80%93Wetzburger%E2%80%93Verloes_syndrome,Yes,https://en.wikipedia.org/wiki/Pashayan_syndrome
Vancomycin-resistant Enterococcus,https://en.wikipedia.org/wiki/Vancomycin-resistant_Enterococcus,No,https://en.wikipedia.org/wiki/Vancomycin-resistant_Enterococcus
Varadi–Papp syndrome,https://en.wikipedia.org/wiki/Varadi%E2%80%93Papp_syndrome,Yes,https://en.wikipedia.org/wiki/Polydactyly
Varicella virus antenatal infection,https://en.wikipedia.org/wiki/Varicella_virus_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Vertically_transmitted_infection
Varicella zoster,https://en.wikipedia.org/wiki/Varicella_zoster,Yes,https://en.wikipedia.org/wiki/Varicella_zoster_virus
Variegate porphyria,https://en.wikipedia.org/wiki/Variegate_porphyria,No,https://en.wikipedia.org/wiki/Variegate_porphyria
"Vas deferens, congenital bilateral aplasia of","https://en.wikipedia.org/wiki/Vas_deferens,_congenital_bilateral_aplasia_of",Yes,https://en.wikipedia.org/wiki/Congenital_absence_of_the_vas_deferens
Vascular purpura,https://en.wikipedia.org/wiki/Vascular_purpura,Yes,https://en.wikipedia.org/wiki/Purpura
Vasculitis,https://en.wikipedia.org/wiki/Vasculitis,No,https://en.wikipedia.org/wiki/Vasculitis
Vasculitis hypersensitivity,https://en.wikipedia.org/wiki/Vasculitis_hypersensitivity,Yes,https://en.wikipedia.org/wiki/Cutaneous_small-vessel_vasculitis
Vasovagal syncope,https://en.wikipedia.org/wiki/Vasovagal_syncope,Yes,https://en.wikipedia.org/wiki/Reflex_syncope
VATER association,https://en.wikipedia.org/wiki/VATER_association,Yes,https://en.wikipedia.org/wiki/VACTERL_association
Vein of Galen aneurysmal malformationss,https://en.wikipedia.org/wiki/Vein_of_Galen_aneurysmal_malformations,No,https://en.wikipedia.org/wiki/Vein_of_Galen_aneurysmal_malformations
Vein of Galen aneurysmal dilatation,https://en.wikipedia.org/wiki/Vein_of_Galen_aneurysmal_dilatation,Yes,https://en.wikipedia.org/wiki/Vein_of_Galen_aneurysmal_malformations
Velocardiofacial syndrome,https://en.wikipedia.org/wiki/Velocardiofacial_syndrome,Yes,https://en.wikipedia.org/wiki/DiGeorge_syndrome
Velopharyngeal incompetence,https://en.wikipedia.org/wiki/Velopharyngeal_incompetence,Yes,https://en.wikipedia.org/wiki/Velopharyngeal_inadequacy
"Ventricular fibrillation, idiopathic","https://en.wikipedia.org/wiki/Ventricular_fibrillation,_idiopathic",Yes,https://en.wikipedia.org/wiki/Ventricular_fibrillation
