Name,Wikipedia link (en),Redirected,Redirect link
Aagenaes syndrome,https://en.wikipedia.org/wiki/Aagenaes_syndrome,No,https://en.wikipedia.org/wiki/Aagenaes_syndrome
Aarskog–Ose–Pande syndrome,https://en.wikipedia.org/wiki/Aarskog%E2%80%93Ose%E2%80%93Pande_syndrome,Yes,https://en.wikipedia.org/wiki/SHORT_syndrome
Aarskog syndrome,https://en.wikipedia.org/wiki/Aarskog_syndrome,Yes,https://en.wikipedia.org/wiki/Aarskog%E2%80%93Scott_syndrome
Aase–Smith syndrome,https://en.wikipedia.org/wiki/Aase%E2%80%93Smith_syndrome,Yes,https://en.wikipedia.org/wiki/Aase_syndrome
Aase syndrome,https://en.wikipedia.org/wiki/Aase_syndrome,No,https://en.wikipedia.org/wiki/Aase_syndrome
Abasia,https://en.wikipedia.org/wiki/Abasia,No,https://en.wikipedia.org/wiki/Abasia
ABCD syndrome,https://en.wikipedia.org/wiki/ABCD_syndrome,No,https://en.wikipedia.org/wiki/ABCD_syndrome
Abdallat–Davis–Farrage syndrome,https://en.wikipedia.org/wiki/Abdallat%E2%80%93Davis%E2%80%93Farrage_syndrome,No,https://en.wikipedia.org/wiki/Abdallat%E2%80%93Davis%E2%80%93Farrage_syndrome
Abdominal aortic aneurysm,https://en.wikipedia.org/wiki/Abdominal_aortic_aneurysm,No,https://en.wikipedia.org/wiki/Abdominal_aortic_aneurysm
Abdominal cystic lymphangioma,https://en.wikipedia.org/wiki/Abdominal_cystic_lymphangioma,Yes,https://en.wikipedia.org/wiki/Lymphangioma
Abdominal defects,https://en.wikipedia.org/wiki/Abdominal_defects,Yes,https://en.wikipedia.org/wiki/Abdominal_wall_defect
Abdominal musculature absent microphthalmia joint laxity,https://en.wikipedia.org/wiki/Abdominal_musculature_absent_microphthalmia_joint_laxity,Yes,https://en.wikipedia.org/wiki/Abdominal_musculature_absent_with_microphthalmia_and_joint_laxity
Aberrant subclavian artery,https://en.wikipedia.org/wiki/Aberrant_subclavian_artery,No,https://en.wikipedia.org/wiki/Aberrant_subclavian_artery
Ablepharon macrostomia syndrome,https://en.wikipedia.org/wiki/Ablepharon_macrostomia_syndrome,No,https://en.wikipedia.org/wiki/Ablepharon_macrostomia_syndrome
Abruzzo–Erickson syndrome,https://en.wikipedia.org/wiki/Abruzzo%E2%80%93Erickson_syndrome,No,https://en.wikipedia.org/wiki/Abruzzo%E2%80%93Erickson_syndrome
Absence of gluteal muscle,https://en.wikipedia.org/wiki/Absence_of_gluteal_muscle,No,https://en.wikipedia.org/wiki/Absence_of_gluteal_muscle
Absent T lymphocytes,https://en.wikipedia.org/wiki/Absent_T_lymphocytes,Yes,https://en.wikipedia.org/wiki/Lymphocytopenia
