Name,Wikipedia link (en)
Baber's syndrome,https://en.wikipedia.org/w/index.php?title=Baber%27s_syndrome&action=edit&redlink=1
Babesiosis,https://en.wikipedia.org/wiki/Babesiosis
Bacillus cereus infection,https://en.wikipedia.org/wiki/Bacillus_cereus#Pathogenesis
Bacterial endocarditis,https://en.wikipedia.org/wiki/Bacterial_endocarditis
Bacterial food poisoning,https://en.wikipedia.org/wiki/Bacterial_food_poisoning
Bacterial gastroenteritis,https://en.wikipedia.org/wiki/Bacterial_gastroenteritis
Bacterial meningitis,https://en.wikipedia.org/wiki/Bacterial_meningitis
Bacterial pneumonia,https://en.wikipedia.org/wiki/Bacterial_pneumonia
Bacterial vaginosis,https://en.wikipedia.org/wiki/Bacterial_vaginosis
Bagatelle–Cassidy syndrome,https://en.wikipedia.org/w/index.php?title=Bagatelle%E2%80%93Cassidy_syndrome&action=edit&redlink=1
Bahemuka–Brown syndrome,https://en.wikipedia.org/w/index.php?title=Bahemuka%E2%80%93Brown_syndrome&action=edit&redlink=1
Baker–Vinters syndrome,https://en.wikipedia.org/w/index.php?title=Baker%E2%80%93Vinters_syndrome&action=edit&redlink=1
Baker–Winegard syndrome,https://en.wikipedia.org/w/index.php?title=Baker%E2%80%93Winegard_syndrome&action=edit&redlink=1
Balantidiasis,https://en.wikipedia.org/wiki/Balantidiasis
Ballard syndrome,https://en.wikipedia.org/wiki/Ballard_syndrome
Ballistophobia,https://en.wikipedia.org/w/index.php?title=Ballistophobia&action=edit&redlink=1
Balo disease,https://en.wikipedia.org/wiki/Balo_disease
Balo's concentric sclerosis,https://en.wikipedia.org/wiki/Balo%27s_concentric_sclerosis
Bamforth syndrome,https://en.wikipedia.org/w/index.php?title=Bamforth_syndrome&action=edit&redlink=1
BANF acoustic neurinoma,https://en.wikipedia.org/wiki/BANF_acoustic_neurinoma
Bangstad syndrome,https://en.wikipedia.org/wiki/Bangstad_syndrome
Banki syndrome,https://en.wikipedia.org/wiki/Banki_syndrome
Bannayan–Zonana syndrome,https://en.wikipedia.org/wiki/Bannayan%E2%80%93Zonana_syndrome
Banti's syndrome,https://en.wikipedia.org/wiki/Banti%27s_syndrome
Bantu siderosis,https://en.wikipedia.org/wiki/Bantu_siderosis
Baraitser–Brett–Piesowicz syndrome,https://en.wikipedia.org/w/index.php?title=Baraitser%E2%80%93Brett%E2%80%93Piesowicz_syndrome&action=edit&redlink=1
Baraitser–Rodeck–Garner syndrome,https://en.wikipedia.org/w/index.php?title=Baraitser%E2%80%93Rodeck%E2%80%93Garner_syndrome&action=edit&redlink=1
Barber–Say syndrome,https://en.wikipedia.org/wiki/Barber%E2%80%93Say_syndrome
Barbiturate dependence,https://en.wikipedia.org/wiki/Barbiturate_dependence
Barbiturate overdose,https://en.wikipedia.org/wiki/Barbiturate_overdose
Bardet–Biedl syndrome,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
Basal cell carcinoma,https://en.wikipedia.org/wiki/Basal_cell_carcinoma
Basal cell nevus anodontia abnormal bone mineralization,https://en.wikipedia.org/w/index.php?title=Basal_cell_nevus_anodontia_abnormal_bone_mineralization&action=edit&redlink=1
Basal ganglia diseases,https://en.wikipedia.org/wiki/Basal_ganglia_diseases
Basan syndrome,https://en.wikipedia.org/w/index.php?title=Basan_syndrome&action=edit&redlink=1
Basaran–Yilmaz syndrome,https://en.wikipedia.org/w/index.php?title=Basaran%E2%80%93Yilmaz_syndrome&action=edit&redlink=1
Basedow's coma,https://en.wikipedia.org/w/index.php?title=Basedow%27s_coma&action=edit&redlink=1
Basilar artery migraines,https://en.wikipedia.org/wiki/Basilar_artery_migraines
Basilar impression primary,https://en.wikipedia.org/w/index.php?title=Basilar_impression_primary&action=edit&redlink=1
Bassoe syndrome,https://en.wikipedia.org/w/index.php?title=Bassoe_syndrome&action=edit&redlink=1
Bathophobia,https://en.wikipedia.org/wiki/Bathophobia
Batrachophobia,https://en.wikipedia.org/wiki/Batrachophobia
Battaglia–Neri syndrome,https://en.wikipedia.org/w/index.php?title=Battaglia%E2%80%93Neri_syndrome&action=edit&redlink=1
Batten disease,https://en.wikipedia.org/wiki/Batten_disease
Batten–Turner muscular dystrophy,https://en.wikipedia.org/w/index.php?title=Batten%E2%80%93Turner_muscular_dystrophy&action=edit&redlink=1
Baughman syndrome,https://en.wikipedia.org/w/index.php?title=Baughman_syndrome&action=edit&redlink=1
Bazex–Dupré–Christol syndrome,https://en.wikipedia.org/wiki/Bazex%E2%80%93Dupr%C3%A9%E2%80%93Christol_syndrome
Bazopoulou–Kyrkanidou syndrome,https://en.wikipedia.org/w/index.php?title=Bazopoulou%E2%80%93Kyrkanidou_syndrome&action=edit&redlink=1
B-cell lymphomas,https://en.wikipedia.org/wiki/B-cell_lymphomas
Bd syndrome,https://en.wikipedia.org/w/index.php?title=Bd_syndrome&action=edit&redlink=1
Beals syndrome,https://en.wikipedia.org/wiki/Beals_syndrome
Beardwell syndrome,https://en.wikipedia.org/w/index.php?title=Beardwell_syndrome&action=edit&redlink=1
Bébé–Collodion syndrome,https://en.wikipedia.org/w/index.php?title=B%C3%A9b%C3%A9%E2%80%93Collodion_syndrome&action=edit&redlink=1
Becker disease,https://en.wikipedia.org/wiki/Becker_disease
Becker's muscular dystrophy,https://en.wikipedia.org/wiki/Becker%27s_muscular_dystrophy
Becker's nevus,https://en.wikipedia.org/wiki/Becker%27s_nevus
Beemer–Ertbruggen syndrome,https://en.wikipedia.org/w/index.php?title=Beemer%E2%80%93Ertbruggen_syndrome&action=edit&redlink=1
Beemer–Langer syndrome,https://en.wikipedia.org/wiki/Beemer%E2%80%93Langer_syndrome
Behcet syndrome,https://en.wikipedia.org/wiki/Behcet_syndrome
Behr syndrome,https://en.wikipedia.org/wiki/Behr_syndrome
Behrens–Baumann–Dust syndrome,https://en.wikipedia.org/w/index.php?title=Behrens%E2%80%93Baumann%E2%80%93Dust_syndrome&action=edit&redlink=1
Bejel,https://en.wikipedia.org/wiki/Bejel
Bellini–Chiumello–Rinoldi syndrome,https://en.wikipedia.org/w/index.php?title=Bellini%E2%80%93Chiumello%E2%80%93Rinoldi_syndrome&action=edit&redlink=1
Bell's palsy,https://en.wikipedia.org/wiki/Bell%27s_palsy
Ben Ari Shuper Mimouni syndrome,https://en.wikipedia.org/w/index.php?title=Ben_Ari_Shuper_Mimouni_syndrome&action=edit&redlink=1
Benallegue–Lacete syndrome,https://en.wikipedia.org/w/index.php?title=Benallegue%E2%80%93Lacete_syndrome&action=edit&redlink=1
Bencze syndrome,https://en.wikipedia.org/w/index.php?title=Bencze_syndrome&action=edit&redlink=1
Benign astrocytoma,https://en.wikipedia.org/wiki/Benign_astrocytoma
Benign autosomal dominant myopathy,https://en.wikipedia.org/w/index.php?title=Benign_autosomal_dominant_myopathy&action=edit&redlink=1
Benign congenital hypotonia,https://en.wikipedia.org/wiki/Benign_congenital_hypotonia
Benign essential blepharospasmass,https://en.wikipedia.org/wiki/Benign_essential_blepharospasm
Benign essential tremor syndrome,https://en.wikipedia.org/wiki/Benign_essential_tremor_syndrome
Benign familial hematuria,https://en.wikipedia.org/wiki/Benign_familial_hematuria
Benign familial infantile convulsions,https://en.wikipedia.org/w/index.php?title=Benign_familial_infantile_convulsions&action=edit&redlink=1
Benign familial infantile epilepsy,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy
Benign fasciculation syndrome,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome
Benign lymphoma,https://en.wikipedia.org/w/index.php?title=Benign_lymphoma&action=edit&redlink=1
Benign mucosal pemphigoid,https://en.wikipedia.org/wiki/Benign_mucosal_pemphigoid
Benign myoclonic epilepsy,https://en.wikipedia.org/w/index.php?title=Benign_myoclonic_epilepsy&action=edit&redlink=1
Benign paroxysmal positional vertigo,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo
Bentham Driessen Hanveld syndrome,https://en.wikipedia.org/w/index.php?title=Bentham_Driessen_Hanveld_syndrome&action=edit&redlink=1
Benzodiazepine dependence,https://en.wikipedia.org/wiki/Benzodiazepine_dependence
Benzodiazepine overdose,https://en.wikipedia.org/wiki/Benzodiazepine_overdose
Benzodiazepine withdrawal syndrome,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome
Berardinelli–Seip congenital lipodystrophy,https://en.wikipedia.org/wiki/Berardinelli%E2%80%93Seip_congenital_lipodystrophy
Berdon syndrome,https://en.wikipedia.org/wiki/Berdon_syndrome
Berger disease,https://en.wikipedia.org/wiki/Berger_disease
Beriberi,https://en.wikipedia.org/wiki/Beriberi
Berlin breakage syndrome,https://en.wikipedia.org/wiki/Berlin_breakage_syndrome
"Berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification","https://en.wikipedia.org/w/index.php?title=Berry_aneurysm,_cirrhosis,_pulmonary_emphysema,_and_cerebral_calcification&action=edit&redlink=1"
Berylliosis,https://en.wikipedia.org/wiki/Berylliosis
Beta ketothiolase deficiency,https://en.wikipedia.org/wiki/Beta_ketothiolase_deficiency
Beta-galactosidase-1 deficiency,https://en.wikipedia.org/w/index.php?title=Beta-galactosidase-1_deficiency&action=edit&redlink=1
Beta-mannosidosis,https://en.wikipedia.org/wiki/Beta-mannosidosis
