Name,Wikipedia link (en)
Fabry's disease,https://en.wikipedia.org/wiki/Fabry%27s_disease
Faces syndrome,https://en.wikipedia.org/wiki/Faces_syndrome
Facial cleft,https://en.wikipedia.org/wiki/Facial_cleft
Facial dysmorphism shawl scrotum joint laxity syndrome,https://en.wikipedia.org/wiki/Facial_dysmorphism_shawl_scrotum_joint_laxity_syndrome
Facial femoral syndrome,https://en.wikipedia.org/wiki/Facial_femoral_syndrome
Facial paralysis,https://en.wikipedia.org/wiki/Facial_paralysis
Facioscapulohumeral muscular dystrophy,https://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy
Factor II deficiency,https://en.wikipedia.org/wiki/Factor_II_deficiency
Factor V deficiency,https://en.wikipedia.org/wiki/Factor_V_deficiency
Factor V Leiden mutation,https://en.wikipedia.org/wiki/Factor_V_Leiden_mutation
Factor VII deficiency,https://en.wikipedia.org/wiki/Factor_VII_deficiency
Factor VIII deficiency,https://en.wikipedia.org/wiki/Factor_VIII_deficiency
"Factor X deficiency, congenital","https://en.wikipedia.org/wiki/Factor_X_deficiency,_congenital"
Factor X deficiency,https://en.wikipedia.org/wiki/Factor_X_deficiency
"Factor XI deficiency, congenital","https://en.wikipedia.org/wiki/Factor_XI_deficiency,_congenital"
"Factor XIII deficiency, congenital","https://en.wikipedia.org/wiki/Factor_XIII_deficiency,_congenital"
Factor XIII deficiency,https://en.wikipedia.org/wiki/Factor_XIII_deficiency
Fahr's disease,https://en.wikipedia.org/wiki/Fahr%27s_disease
Fairbank disease,https://en.wikipedia.org/wiki/Fairbank_disease
Fallot tetralogy,https://en.wikipedia.org/wiki/Fallot_tetralogy
Familial adenomatous polyposis,https://en.wikipedia.org/wiki/Familial_adenomatous_polyposis
Familial amyloid polyneuropathy,https://en.wikipedia.org/wiki/Familial_amyloid_polyneuropathy
Familial aortic dissection,https://en.wikipedia.org/wiki/Familial_aortic_dissection
Familial cold autoinflamatory syndrome (FCAS),https://en.wikipedia.org/wiki/Familial_cold_autoinflamatory_syndrome_(FCAS)
Familial colorectal cancer,https://en.wikipedia.org/wiki/Familial_colorectal_cancer
Familial deafness,https://en.wikipedia.org/wiki/Familial_deafness
Familial dilated cardiomyopathy,https://en.wikipedia.org/wiki/Familial_dilated_cardiomyopathy
Familial dysautonomia,https://en.wikipedia.org/wiki/Familial_dysautonomia
Familial emphysema,https://en.wikipedia.org/wiki/Familial_emphysema
Familial eosinophilia,https://en.wikipedia.org/wiki/Familial_eosinophilia
Familial hyperchylomicronemia,https://en.wikipedia.org/wiki/Familial_hyperchylomicronemia
Familial hyperlipoproteinemia type I,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia_type_I
Familial hyperlipoproteinemia type III,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia_type_III
Familial hyperlipoproteinemia type IV,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia_type_IV
