Name,Wikipedia link (en)
UDP-galactose-4-epimerase deficiency,https://en.wikipedia.org/wiki/UDP-galactose-4-epimerase_deficiency
Uhl anomaly,https://en.wikipedia.org/wiki/Uhl_anomaly
Ulbright–Hodes syndrome,https://en.wikipedia.org/wiki/Ulbright%E2%80%93Hodes_syndrome
Ulcerative colitis,https://en.wikipedia.org/wiki/Ulcerative_colitis
Ulerythema ophryogenesis,https://en.wikipedia.org/wiki/Ulerythema_ophryogenesis
Ulna and fibula absence with severe limb deficit,https://en.wikipedia.org/w/index.php?title=Ulna_and_fibula_absence_with_severe_limb_deficit&action=edit&redlink=1
Ulna hypoplasia mental retardation,https://en.wikipedia.org/w/index.php?title=Ulna_hypoplasia_mental_retardation&action=edit&redlink=1
Ulna metaphyseal dysplasia syndrome,https://en.wikipedia.org/w/index.php?title=Ulna_metaphyseal_dysplasia_syndrome&action=edit&redlink=1
Ulnar hypoplasia lobster claw deformity of feet,https://en.wikipedia.org/w/index.php?title=Ulnar_hypoplasia_lobster_claw_deformity_of_feet&action=edit&redlink=1
Umbilical cord ulceration intestinal atresia,https://en.wikipedia.org/wiki/Umbilical_cord_ulceration_intestinal_atresia
Uncombable hair syndrome,https://en.wikipedia.org/wiki/Uncombable_hair_syndrome
Uncontrolled nipple elongation,https://en.wikipedia.org/w/index.php?title=Uncontrolled_nipple_elongation&action=edit&redlink=1
Uniparental disomy of 11,https://en.wikipedia.org/wiki/Uniparental_disomy_of_11
Uniparental disomy of 13,https://en.wikipedia.org/wiki/Uniparental_disomy_of_13
Uniparental disomy of 14,https://en.wikipedia.org/wiki/Uniparental_disomy_of_14
Uniparental disomy of 2,https://en.wikipedia.org/wiki/Uniparental_disomy_of_2
Uniparental disomy of 6,https://en.wikipedia.org/wiki/Uniparental_disomy_of_6
Uniparental disomy,https://en.wikipedia.org/wiki/Uniparental_disomy
Unna–Politzer nevus,https://en.wikipedia.org/w/index.php?title=Unna%E2%80%93Politzer_nevus&action=edit&redlink=1
Unna's seborrhoeic eczema,https://en.wikipedia.org/w/index.php?title=Unna%27s_seborrhoeic_eczema&action=edit&redlink=1
Unverricht–Lundborg disease,https://en.wikipedia.org/wiki/Unverricht%E2%80%93Lundborg_disease
Upington disease,https://en.wikipedia.org/wiki/Upington_disease
Upper limb defect eye and ear abnormalities,https://en.wikipedia.org/w/index.php?title=Upper_limb_defect_eye_and_ear_abnormalities&action=edit&redlink=1
Upton–Young syndrome,https://en.wikipedia.org/w/index.php?title=Upton%E2%80%93Young_syndrome&action=edit&redlink=1
Urachal cancer,https://en.wikipedia.org/wiki/Urachal_cancer
Urachal cyst,https://en.wikipedia.org/wiki/Urachal_cyst
Urbach–Wiethe disease,https://en.wikipedia.org/wiki/Urbach%E2%80%93Wiethe_disease
Urban–Rogers–Meyer syndrome,https://en.wikipedia.org/wiki/Urban%E2%80%93Rogers%E2%80%93Meyer_syndrome
Urban–Schosser–Spohn syndrome,https://en.wikipedia.org/wiki/Urban%E2%80%93Schosser%E2%80%93Spohn_syndrome
Urea cycle enzymopathies,https://en.wikipedia.org/w/index.php?title=Urea_cycle_enzymopathies&action=edit&redlink=1
Uremia,https://en.wikipedia.org/wiki/Uremia
Urethral obstruction sequence,https://en.wikipedia.org/w/index.php?title=Urethral_obstruction_sequence&action=edit&redlink=1
Uridine monophosphate synthetase deficiency,https://en.wikipedia.org/wiki/Uridine_monophosphate_synthetase_deficiency
Urinary calculi,https://en.wikipedia.org/wiki/Urinary_calculi
Urinary tract neoplasm,https://en.wikipedia.org/wiki/Urinary_tract_neoplasm
Urioste–Martinez–Frias syndrome,https://en.wikipedia.org/w/index.php?title=Urioste%E2%80%93Martinez%E2%80%93Frias_syndrome&action=edit&redlink=1
Urocanase deficiency,https://en.wikipedia.org/wiki/Urocanase_deficiency
Urogenital adysplasia,https://en.wikipedia.org/wiki/Urogenital_adysplasia
Urophathy distal obstructive polydactyly,https://en.wikipedia.org/w/index.php?title=Urophathy_distal_obstructive_polydactyly&action=edit&redlink=1
Urticaria pigmentosa,https://en.wikipedia.org/wiki/Urticaria_pigmentosa
Urticaria,https://en.wikipedia.org/wiki/Urticaria
Urticaria-deafness-amyloidosis,https://en.wikipedia.org/wiki/Urticaria-deafness-amyloidosis
"Usher syndrome, type 1C","https://en.wikipedia.org/wiki/Usher_syndrome,_type_1C"
"Usher syndrome, type 1D","https://en.wikipedia.org/wiki/Usher_syndrome,_type_1D"
"Usher syndrome, type 1E","https://en.wikipedia.org/wiki/Usher_syndrome,_type_1E"
"Usher syndrome, type 2A","https://en.wikipedia.org/wiki/Usher_syndrome,_type_2A"
"Usher syndrome, type 2B","https://en.wikipedia.org/wiki/Usher_syndrome,_type_2B"
"Usher syndrome, type 2C","https://en.wikipedia.org/wiki/Usher_syndrome,_type_2C"
"Usher syndrome, type 3","https://en.wikipedia.org/wiki/Usher_syndrome,_type_3"
"Usher syndrome, type IA","https://en.wikipedia.org/wiki/Usher_syndrome,_type_IA"
"Usher syndrome, type IB","https://en.wikipedia.org/wiki/Usher_syndrome,_type_IB"
Usher syndrome,https://en.wikipedia.org/wiki/Usher_syndrome
Uveal diseases,https://en.wikipedia.org/wiki/Uveal_diseases
"Uveitis, anterior","https://en.wikipedia.org/wiki/Uveitis,_anterior"
"Uveitis, posterior","https://en.wikipedia.org/wiki/Uveitis,_posterior"
Uveitis,https://en.wikipedia.org/wiki/Uveitis
