Name,Wikipedia link (en)
Rabies,https://en.wikipedia.org/wiki/Rabies
Rabson–Mendenhall syndrome,https://en.wikipedia.org/wiki/Rabson%E2%80%93Mendenhall_syndrome
Radial defect Robin sequence,https://en.wikipedia.org/w/index.php?title=Radial_defect_Robin_sequence&action=edit&redlink=1
"Radial hypoplasia, triphalangeal thumbs and hypospadias","https://en.wikipedia.org/w/index.php?title=Radial_hypoplasia,_triphalangeal_thumbs_and_hypospadias&action=edit&redlink=1"
Radial ray agenesis,https://en.wikipedia.org/w/index.php?title=Radial_ray_agenesis&action=edit&redlink=1
Radial ray hypoplasia choanal atresia,https://en.wikipedia.org/w/index.php?title=Radial_ray_hypoplasia_choanal_atresia&action=edit&redlink=1
Radiation induced angiosarcoma of the breast,https://en.wikipedia.org/w/index.php?title=Radiation_induced_angiosarcoma_of_the_breast&action=edit&redlink=1
Radiation induced meningioma,https://en.wikipedia.org/w/index.php?title=Radiation_induced_meningioma&action=edit&redlink=1
Radiation leukemia,https://en.wikipedia.org/w/index.php?title=Radiation_leukemia&action=edit&redlink=1
Radiation related neoplasm /cancer,https://en.wikipedia.org/w/index.php?title=Radiation_related_neoplasm_/cancer&action=edit&redlink=1
Radiation syndromes,https://en.wikipedia.org/wiki/Radiation_syndromes
Radiation-induced brachial plexopathy,https://en.wikipedia.org/w/index.php?title=Radiation-induced_brachial_plexopathy&action=edit&redlink=1
Radiation-induced lumbosacral plexopathy,https://en.wikipedia.org/wiki/Radiation-induced_lumbar_plexopathy
Radiculomegaly of canine teeth congenital cataract,https://en.wikipedia.org/w/index.php?title=Radiculomegaly_of_canine_teeth_congenital_cataract&action=edit&redlink=1
Radio digito facial dysplasia,https://en.wikipedia.org/w/index.php?title=Radio_digito_facial_dysplasia&action=edit&redlink=1
Radio renal syndrome,https://en.wikipedia.org/w/index.php?title=Radio_renal_syndrome&action=edit&redlink=1
Radiophobia,https://en.wikipedia.org/wiki/Radiophobia
Radioulnar synostosis mental retardation hypotonia,https://en.wikipedia.org/w/index.php?title=Radioulnar_synostosis_mental_retardation_hypotonia&action=edit&redlink=1
Radioulnar synostosis retinal pigment abnormalities,https://en.wikipedia.org/w/index.php?title=Radioulnar_synostosis_retinal_pigment_abnormalities&action=edit&redlink=1
Radio-ulnar synostosis type 1,https://en.wikipedia.org/wiki/Radio-ulnar_synostosis_type_1
Radio-ulnar synostosis type 2,https://en.wikipedia.org/wiki/Radio-ulnar_synostosis_type_2
Radius absent anogenital anomalies,https://en.wikipedia.org/w/index.php?title=Radius_absent_anogenital_anomalies&action=edit&redlink=1
Raine syndrome,https://en.wikipedia.org/wiki/Raine_syndrome
Rambam Hasharon syndrome,https://en.wikipedia.org/wiki/Rambam_Hasharon_syndrome
Rambaud–Galian syndrome,https://en.wikipedia.org/w/index.php?title=Rambaud%E2%80%93Galian_syndrome&action=edit&redlink=1
Ramer–Ladda syndrome,https://en.wikipedia.org/w/index.php?title=Ramer%E2%80%93Ladda_syndrome&action=edit&redlink=1
Ramon syndrome,https://en.wikipedia.org/w/index.php?title=Ramon_syndrome&action=edit&redlink=1
Ramos-Arroyo syndrome,https://en.wikipedia.org/wiki/Ramos-Arroyo_syndrome
Ramsay Hunt paralysis syndrome,https://en.wikipedia.org/wiki/Ramsay_Hunt_paralysis_syndrome
Rapadilino syndrome,https://en.wikipedia.org/wiki/Rapadilino_syndrome
Rapp–Hodgkin syndrome,https://en.wikipedia.org/wiki/Rapp%E2%80%93Hodgkin_syndrome
Rapunzel syndrome,https://en.wikipedia.org/wiki/Rapunzel_syndrome
Rasmussen's encephalitis,https://en.wikipedia.org/wiki/Rasmussen%27s_encephalitis
Rasmussen–Johnsen–Thomsen syndrome,https://en.wikipedia.org/w/index.php?title=Rasmussen%E2%80%93Johnsen%E2%80%93Thomsen_syndrome&action=edit&redlink=1
Rasmussen subacute encephalitis,https://en.wikipedia.org/w/index.php?title=Rasmussen_subacute_encephalitis&action=edit&redlink=1
Ray–Peterson–Scott syndrome,https://en.wikipedia.org/w/index.php?title=Ray%E2%80%93Peterson%E2%80%93Scott_syndrome&action=edit&redlink=1
Raynaud's disease/phenomenon,https://en.wikipedia.org/wiki/Raynaud%27s_phenomenon
Rayner–Lampert–Rennert syndrome,https://en.wikipedia.org/w/index.php?title=Rayner%E2%80%93Lampert%E2%80%93Rennert_syndrome&action=edit&redlink=1
Reactive airway disease,https://en.wikipedia.org/wiki/Reactive_airway_disease
Reactive arthritis,https://en.wikipedia.org/wiki/Reactive_arthritis
Reactive attachment disorder,https://en.wikipedia.org/wiki/Reactive_attachment_disorder
Reactive attachment disorder of early childhood,https://en.wikipedia.org/wiki/Reactive_attachment_disorder_of_early_childhood
Reactive attachment disorder of infancy,https://en.wikipedia.org/wiki/Reactive_attachment_disorder_of_infancy
Reactive hypoglycemia,https://en.wikipedia.org/wiki/Reactive_hypoglycemia
Reardon–Hall–Slaney syndrome,https://en.wikipedia.org/w/index.php?title=Reardon%E2%80%93Hall%E2%80%93Slaney_syndrome&action=edit&redlink=1
Reardon–Wilson–Cavanagh syndrome,https://en.wikipedia.org/w/index.php?title=Reardon%E2%80%93Wilson%E2%80%93Cavanagh_syndrome&action=edit&redlink=1
Rectal neoplasm,https://en.wikipedia.org/wiki/Rectal_neoplasm
Rectophobia,https://en.wikipedia.org/w/index.php?title=Rectophobia&action=edit&redlink=1
Rectosigmoid neoplasm,https://en.wikipedia.org/wiki/Rectosigmoid_neoplasm
Recurrent laryngeal papillomas,https://en.wikipedia.org/w/index.php?title=Recurrent_laryngeal_papillomas&action=edit&redlink=1
Recurrent peripheral facial palsy,https://en.wikipedia.org/w/index.php?title=Recurrent_peripheral_facial_palsy&action=edit&redlink=1
Recurrent respiratory papillomatosis,https://en.wikipedia.org/wiki/Recurrent_respiratory_papillomatosis
Reductional transverse limb defects,https://en.wikipedia.org/w/index.php?title=Reductional_transverse_limb_defects&action=edit&redlink=1
Reflex sympathetic dystrophy syndrome,https://en.wikipedia.org/wiki/Reflex_sympathetic_dystrophy_syndrome
Reflux esophagitis,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease
Refractory anemia,https://en.wikipedia.org/wiki/Refractory_anemia
"Refsum disease, infantile form","https://en.wikipedia.org/wiki/Refsum_disease,_infantile_form"
Refsum disease,https://en.wikipedia.org/wiki/Refsum_disease
Reginato–Shiapachasse syndrome,https://en.wikipedia.org/w/index.php?title=Reginato%E2%80%93Shiapachasse_syndrome&action=edit&redlink=1
Regional enteritis,https://en.wikipedia.org/wiki/Regional_enteritis
Reifenstein syndrome,https://en.wikipedia.org/wiki/Reifenstein_syndrome
Reinhardt–Pfeiffer syndrome,https://en.wikipedia.org/w/index.php?title=Reinhardt%E2%80%93Pfeiffer_syndrome&action=edit&redlink=1
Renal adysplasia dominant type,https://en.wikipedia.org/w/index.php?title=Renal_adysplasia_dominant_type&action=edit&redlink=1
Renal agenesis meningomyelocele mullerian defect,https://en.wikipedia.org/w/index.php?title=Renal_agenesis_meningomyelocele_mullerian_defect&action=edit&redlink=1
"Renal agenesis, bilateral","https://en.wikipedia.org/w/index.php?title=Renal_agenesis,_bilateral&action=edit&redlink=1"
Renal agenesis,https://en.wikipedia.org/wiki/Renal_agenesis
Renal artery stenosis,https://en.wikipedia.org/wiki/Renal_artery_stenosis
Renal calculi,https://en.wikipedia.org/wiki/Renal_calculi
Renal caliceal diverticuli deafness,https://en.wikipedia.org/w/index.php?title=Renal_caliceal_diverticuli_deafness&action=edit&redlink=1
Renal cancer,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
"Renal carcinoma, familial",https://en.wikipedia.org/wiki/Renal_cell_carcinoma
Renal cell carcinoma,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
Renal dysplasia diffuse autosomal recessive,https://en.wikipedia.org/w/index.php?title=Renal_dysplasia_diffuse_autosomal_recessive&action=edit&redlink=1
Renal dysplasia diffuse cystic,https://en.wikipedia.org/w/index.php?title=Renal_dysplasia_diffuse_cystic&action=edit&redlink=1
Renal dysplasia limb defects,https://en.wikipedia.org/wiki/Renal_dysplasia_limb_defects
Renal dysplasia megalocystis sirenomelia,https://en.wikipedia.org/w/index.php?title=Renal_dysplasia_megalocystis_sirenomelia&action=edit&redlink=1
Renal dysplasia mesomelia radiohumeral fusion,https://en.wikipedia.org/wiki/Renal_dysplasia_mesomelia_radiohumeral_fusion
Renal failure,https://en.wikipedia.org/wiki/Renal_failure
Renal genital middle ear anomalies,https://en.wikipedia.org/w/index.php?title=Renal_genital_middle_ear_anomalies&action=edit&redlink=1
Renal glycosuria,https://en.wikipedia.org/wiki/Renal_glycosuria
Renal hepatic pancreatic dysplasia Dandy Walker cyst,https://en.wikipedia.org/w/index.php?title=Renal_hepatic_pancreatic_dysplasia_Dandy_Walker_cyst&action=edit&redlink=1
Renal hypoplasia,https://en.wikipedia.org/wiki/Renal_hypoplasia
Renal hypertension,https://en.wikipedia.org/wiki/Renovascular_hypertension
Renal osteodystrophy,https://en.wikipedia.org/wiki/Renal_osteodystrophy
Renal rickets,https://en.wikipedia.org/wiki/Renal_osteodystrophy
Renal tubular acidosis progressive nerve deafness,https://en.wikipedia.org/w/index.php?title=Renal_tubular_acidosis_progressive_nerve_deafness&action=edit&redlink=1
"Renal tubular acidosis, distal, autosomal dominant","https://en.wikipedia.org/w/index.php?title=Renal_tubular_acidosis,_distal,_autosomal_dominant&action=edit&redlink=1"
"Renal tubular acidosis, distal, autosomal recessive","https://en.wikipedia.org/w/index.php?title=Renal_tubular_acidosis,_distal,_autosomal_recessive&action=edit&redlink=1"
"Renal tubular acidosis, distal, type 3","https://en.wikipedia.org/w/index.php?title=Renal_tubular_acidosis,_distal,_type_3&action=edit&redlink=1"
"Renal tubular acidosis, distal, type 4","https://en.wikipedia.org/w/index.php?title=Renal_tubular_acidosis,_distal,_type_4&action=edit&redlink=1"
"Renal tubular acidosis, distal","https://en.wikipedia.org/wiki/Renal_tubular_acidosis,_distal"
Renal tubular acidosis,https://en.wikipedia.org/wiki/Renal_tubular_acidosis
Renal tubular transport disorders inborn,https://en.wikipedia.org/w/index.php?title=Renal_tubular_transport_disorders_inborn&action=edit&redlink=1
Renier–Gabreels–Jasper syndrome,https://en.wikipedia.org/w/index.php?title=Renier%E2%80%93Gabreels%E2%80%93Jasper_syndrome&action=edit&redlink=1
Renoanogenital syndrome,https://en.wikipedia.org/w/index.php?title=Renoanogenital_syndrome&action=edit&redlink=1
Renoprival hypertension,https://en.wikipedia.org/w/index.php?title=Renoprival_hypertension&action=edit&redlink=1
Reperfusion injury,https://en.wikipedia.org/wiki/Reperfusion_injury
Repetitive strain injury,https://en.wikipedia.org/wiki/Repetitive_strain_injury
Resistance to LH (luteinizing hormone),https://en.wikipedia.org/w/index.php?title=Resistance_to_LH_(luteinizing_hormone)&action=edit&redlink=1
Resistance to thyroid stimulating hormone,https://en.wikipedia.org/w/index.php?title=Resistance_to_thyroid_stimulating_hormone&action=edit&redlink=1
Respiratory acidosis,https://en.wikipedia.org/wiki/Respiratory_acidosis
Respiratory chain deficiency malformations,https://en.wikipedia.org/w/index.php?title=Respiratory_chain_deficiency_malformations&action=edit&redlink=1
"Respiratory distress syndrome, adult","https://en.wikipedia.org/wiki/Respiratory_distress_syndrome,_adult"
"Respiratory distress syndrome, infant",https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome
Restless legs syndrome,https://en.wikipedia.org/wiki/Restless_legs_syndrome
Reticuloendotheliosis,https://en.wikipedia.org/wiki/Reticuloendotheliosis
Retina disorder,https://en.wikipedia.org/wiki/Retina_disorder
Retinal degeneration,https://en.wikipedia.org/wiki/Retinopathy
Retinal dysplasia X linked,https://en.wikipedia.org/w/index.php?title=Retinal_dysplasia_X_linked&action=edit&redlink=1
Retinal telangiectasia hypogammaglobulinemia,https://en.wikipedia.org/w/index.php?title=Retinal_telangiectasia_hypogammaglobulinemia&action=edit&redlink=1
Retinitis pigmentosa,https://en.wikipedia.org/wiki/Retinitis_pigmentosa
Retinitis pigmentosa-deafness,https://en.wikipedia.org/w/index.php?title=Retinitis_pigmentosa-deafness&action=edit&redlink=1
Retinis pigmentosa deafness hypogenitalism,https://en.wikipedia.org/w/index.php?title=Retinis_pigmentosa_deafness_hypogenitalism&action=edit&redlink=1
Retinitis pigmentosa mental retardation deafness,https://en.wikipedia.org/w/index.php?title=Retinitis_pigmentosa_mental_retardation_deafness&action=edit&redlink=1
Retinoblastoma,https://en.wikipedia.org/wiki/Retinoblastoma
Retinohepatoendocrinologic syndrome,https://en.wikipedia.org/w/index.php?title=Retinohepatoendocrinologic_syndrome&action=edit&redlink=1
Retinopathy anemia CNS anomalies,https://en.wikipedia.org/w/index.php?title=Retinopathy_anemia_CNS_anomalies&action=edit&redlink=1
Retinopathy aplastic anemia neurological abnormalities,https://en.wikipedia.org/w/index.php?title=Retinopathy_aplastic_anemia_neurological_abnormalities&action=edit&redlink=1
Retinopathy pigmentary mental retardation,https://en.wikipedia.org/w/index.php?title=Retinopathy_pigmentary_mental_retardation&action=edit&redlink=1
"Retinopathy, arteriosclerotic","https://en.wikipedia.org/w/index.php?title=Retinopathy,_arteriosclerotic&action=edit&redlink=1"
"Retinopathy, diabetic","https://en.wikipedia.org/wiki/Retinopathy,_diabetic"
Retinoschisis,https://en.wikipedia.org/wiki/Retinoschisis
"Retinoschisis, juvenile","https://en.wikipedia.org/wiki/Retinoschisis,_juvenile"
"Retinoschisis, X-linked","https://en.wikipedia.org/wiki/Retinoschisis,_X-linked"
Retrograde amnesia,https://en.wikipedia.org/wiki/Retrograde_amnesia
Retrolental fibroplasia,https://en.wikipedia.org/wiki/Retrolental_fibroplasia
Retroperitoneal fibrosis,https://en.wikipedia.org/wiki/Retroperitoneal_fibrosis
Retroperitoneal liposarcoma,https://en.wikipedia.org/w/index.php?title=Retroperitoneal_liposarcoma&action=edit&redlink=1
Rett like syndrome,https://en.wikipedia.org/w/index.php?title=Rett_like_syndrome&action=edit&redlink=1
Rett  syndrome,https://en.wikipedia.org/wiki/Rett_syndrome
Revesz syndrome,https://en.wikipedia.org/wiki/Revesz_syndrome
Reye's syndrome,https://en.wikipedia.org/wiki/Reye%27s_syndrome
Reynolds–Neri–Hermann syndrome,https://en.wikipedia.org/w/index.php?title=Reynolds%E2%80%93Neri%E2%80%93Hermann_syndrome&action=edit&redlink=1
Reynolds syndrome,https://en.wikipedia.org/wiki/Reynolds_syndrome
Rh disease,https://en.wikipedia.org/wiki/Rh_disease
Rhabditida infections,https://en.wikipedia.org/wiki/Rhabditida_infections
