Name,Wikipedia link (en)
Vaccinophobia,https://en.wikipedia.org/wiki/Vaccinophobia
VACTERL association,https://en.wikipedia.org/wiki/VACTERL_association
Vagabond's disease,https://en.wikipedia.org/wiki/Vagabond%27s_disease
Vaginismus,https://en.wikipedia.org/wiki/Vaginismus
Valinemia,https://en.wikipedia.org/wiki/Valinemia
Van Den Bosch syndrome,https://en.wikipedia.org/wiki/Van_Den_Bosch_syndrome
Van der Woude syndrome,https://en.wikipedia.org/wiki/Van_der_Woude_syndrome
Van Maldergem–Wetzburger–Verloes syndrome,https://en.wikipedia.org/wiki/Van_Maldergem%E2%80%93Wetzburger%E2%80%93Verloes_syndrome
Vancomycin-resistant Enterococcus,https://en.wikipedia.org/wiki/Vancomycin-resistant_Enterococcus
Varadi–Papp syndrome,https://en.wikipedia.org/wiki/Varadi%E2%80%93Papp_syndrome
Varicella virus antenatal infection,https://en.wikipedia.org/wiki/Varicella_virus_antenatal_infection
Varicella zoster,https://en.wikipedia.org/wiki/Varicella_zoster
Variegate porphyria,https://en.wikipedia.org/wiki/Variegate_porphyria
"Vas deferens, congenital bilateral aplasia of","https://en.wikipedia.org/wiki/Vas_deferens,_congenital_bilateral_aplasia_of"
Vascular purpura,https://en.wikipedia.org/wiki/Vascular_purpura
Vasculitis,https://en.wikipedia.org/wiki/Vasculitis
Vasculitis hypersensitivity,https://en.wikipedia.org/wiki/Vasculitis_hypersensitivity
Vasovagal syncope,https://en.wikipedia.org/wiki/Vasovagal_syncope
VATER association,https://en.wikipedia.org/wiki/VATER_association
Vein of Galen aneurysmal malformationss,https://en.wikipedia.org/wiki/Vein_of_Galen_aneurysmal_malformations
Vein of Galen aneurysmal dilatation,https://en.wikipedia.org/wiki/Vein_of_Galen_aneurysmal_dilatation
Velocardiofacial syndrome,https://en.wikipedia.org/wiki/Velocardiofacial_syndrome
Velopharyngeal incompetence,https://en.wikipedia.org/wiki/Velopharyngeal_incompetence
"Ventricular fibrillation, idiopathic","https://en.wikipedia.org/wiki/Ventricular_fibrillation,_idiopathic"
Ventricular septal defect,https://en.wikipedia.org/wiki/Ventricular_septal_defect
Vernal keratoconjunctivitis,https://en.wikipedia.org/wiki/Vernal_keratoconjunctivitis
Vertical talus,https://en.wikipedia.org/wiki/Vertical_talus
Vestibulocochlear dysfunction progressive familial,https://en.wikipedia.org/wiki/Vestibulocochlear_dysfunction_progressive_familial
Vipoma,https://en.wikipedia.org/wiki/Vipoma
Viral hemorrhagic fever,https://en.wikipedia.org/wiki/Viral_hemorrhagic_fever
Virilism,https://en.wikipedia.org/wiki/Virilism
Vitamin B6 deficiency,https://en.wikipedia.org/wiki/Vitamin_B6_deficiency
Vitamin B12 deficiency,https://en.wikipedia.org/wiki/Vitamin_B12_deficiency
Vitamin D resistant rickets,https://en.wikipedia.org/wiki/Vitamin_D_resistant_rickets
Vitamin E deficiency,https://en.wikipedia.org/wiki/Vitamin_E_deficiency
"Vitamin E familial isolated, deficiency of","https://en.wikipedia.org/wiki/Vitamin_E_familial_isolated,_deficiency_of"
Vitiligo,https://en.wikipedia.org/wiki/Vitiligo
VKH,https://en.wikipedia.org/wiki/VKH
VLCAD deficiency,https://en.wikipedia.org/wiki/VLCAD_deficiency
Von Gierke disease,https://en.wikipedia.org/wiki/Von_Gierke_disease
Von Hippel–Lindau disease,https://en.wikipedia.org/wiki/Von_Hippel%E2%80%93Lindau_disease
Von Recklinghausen disease,https://en.wikipedia.org/wiki/Von_Recklinghausen_disease
Von Willebrand disease,https://en.wikipedia.org/wiki/Von_Willebrand_disease
Vulvodynia,https://en.wikipedia.org/wiki/Vulvodynia
Vulvovaginitis,https://en.wikipedia.org/wiki/Vulvovaginitis
