Name,Wikipedia link (en)
Babesiosis,https://en.wikipedia.org/wiki/Babesiosis
Bacillus cereus infection,https://en.wikipedia.org/wiki/Bacillus_cereus#Pathogenesis
Bacterial endocarditis,https://en.wikipedia.org/wiki/Bacterial_endocarditis
Bacterial food poisoning,https://en.wikipedia.org/wiki/Bacterial_food_poisoning
Bacterial gastroenteritis,https://en.wikipedia.org/wiki/Bacterial_gastroenteritis
Bacterial meningitis,https://en.wikipedia.org/wiki/Bacterial_meningitis
Bacterial pneumonia,https://en.wikipedia.org/wiki/Bacterial_pneumonia
Bacterial vaginosis,https://en.wikipedia.org/wiki/Bacterial_vaginosis
Balantidiasis,https://en.wikipedia.org/wiki/Balantidiasis
Ballard syndrome,https://en.wikipedia.org/wiki/Ballard_syndrome
Balo disease,https://en.wikipedia.org/wiki/Balo_disease
Balo's concentric sclerosis,https://en.wikipedia.org/wiki/Balo%27s_concentric_sclerosis
BANF acoustic neurinoma,https://en.wikipedia.org/wiki/BANF_acoustic_neurinoma
Bangstad syndrome,https://en.wikipedia.org/wiki/Bangstad_syndrome
Banki syndrome,https://en.wikipedia.org/wiki/Banki_syndrome
Bannayan–Zonana syndrome,https://en.wikipedia.org/wiki/Bannayan%E2%80%93Zonana_syndrome
Banti's syndrome,https://en.wikipedia.org/wiki/Banti%27s_syndrome
Bantu siderosis,https://en.wikipedia.org/wiki/Bantu_siderosis
Barber–Say syndrome,https://en.wikipedia.org/wiki/Barber%E2%80%93Say_syndrome
Barbiturate dependence,https://en.wikipedia.org/wiki/Barbiturate_dependence
Barbiturate overdose,https://en.wikipedia.org/wiki/Barbiturate_overdose
Bardet–Biedl syndrome,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 1",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 2",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 3",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 4",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
Bare lymphocyte syndrome 2,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome_2
Bare lymphocyte syndrome,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome
Baritosis,https://en.wikipedia.org/wiki/Baritosis
Barrett syndrome,https://en.wikipedia.org/wiki/Barrett_syndrome
Barth syndrome,https://en.wikipedia.org/wiki/Barth_syndrome
Bartonella infections,https://en.wikipedia.org/wiki/Bartonella_infections
Bartsocas–Papas syndrome,https://en.wikipedia.org/wiki/Bartsocas%E2%80%93Papas_syndrome
"Bartter syndrome, antenatal form",https://en.wikipedia.org/wiki/Bartter_syndrome
"Bartter syndrome, classic form",https://en.wikipedia.org/wiki/Bartter_syndrome
Basal cell carcinoma,https://en.wikipedia.org/wiki/Basal_cell_carcinoma
Basal ganglia diseases,https://en.wikipedia.org/wiki/Basal_ganglia_diseases
Basilar artery migraines,https://en.wikipedia.org/wiki/Basilar_artery_migraines
Bathophobia,https://en.wikipedia.org/wiki/Bathophobia
Batrachophobia,https://en.wikipedia.org/wiki/Batrachophobia
Batten disease,https://en.wikipedia.org/wiki/Batten_disease
Bazex–Dupré–Christol syndrome,https://en.wikipedia.org/wiki/Bazex%E2%80%93Dupr%C3%A9%E2%80%93Christol_syndrome
B-cell lymphomas,https://en.wikipedia.org/wiki/B-cell_lymphomas
Beals syndrome,https://en.wikipedia.org/wiki/Beals_syndrome
Becker disease,https://en.wikipedia.org/wiki/Becker_disease
Becker's muscular dystrophy,https://en.wikipedia.org/wiki/Becker%27s_muscular_dystrophy
Becker's nevus,https://en.wikipedia.org/wiki/Becker%27s_nevus
Beemer–Langer syndrome,https://en.wikipedia.org/wiki/Beemer%E2%80%93Langer_syndrome
Behcet syndrome,https://en.wikipedia.org/wiki/Behcet_syndrome
Behr syndrome,https://en.wikipedia.org/wiki/Behr_syndrome
Bejel,https://en.wikipedia.org/wiki/Bejel
Bell's palsy,https://en.wikipedia.org/wiki/Bell%27s_palsy
Benign astrocytoma,https://en.wikipedia.org/wiki/Benign_astrocytoma
Benign congenital hypotonia,https://en.wikipedia.org/wiki/Benign_congenital_hypotonia
Benign essential blepharospasmass,https://en.wikipedia.org/wiki/Benign_essential_blepharospasm
Benign essential tremor syndrome,https://en.wikipedia.org/wiki/Benign_essential_tremor_syndrome
Benign familial hematuria,https://en.wikipedia.org/wiki/Benign_familial_hematuria
Benign familial infantile epilepsy,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy
Benign fasciculation syndrome,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome
Benign mucosal pemphigoid,https://en.wikipedia.org/wiki/Benign_mucosal_pemphigoid
Benign paroxysmal positional vertigo,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo
Benzodiazepine dependence,https://en.wikipedia.org/wiki/Benzodiazepine_dependence
Benzodiazepine overdose,https://en.wikipedia.org/wiki/Benzodiazepine_overdose
Benzodiazepine withdrawal syndrome,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome
Berardinelli–Seip congenital lipodystrophy,https://en.wikipedia.org/wiki/Berardinelli%E2%80%93Seip_congenital_lipodystrophy
Berdon syndrome,https://en.wikipedia.org/wiki/Berdon_syndrome
Berger disease,https://en.wikipedia.org/wiki/Berger_disease
Beriberi,https://en.wikipedia.org/wiki/Beriberi
Berlin breakage syndrome,https://en.wikipedia.org/wiki/Berlin_breakage_syndrome
Berylliosis,https://en.wikipedia.org/wiki/Berylliosis
Beta ketothiolase deficiency,https://en.wikipedia.org/wiki/Beta_ketothiolase_deficiency
Beta-mannosidosis,https://en.wikipedia.org/wiki/Beta-mannosidosis
Beta-thalassemia,https://en.wikipedia.org/wiki/Beta-thalassemia
Bethlem myopathy,https://en.wikipedia.org/wiki/Bethlem_myopathy
Bhaskar Jagannathan syndrome,https://en.wikipedia.org/wiki/Bhaskar_Jagannathan_syndrome
Bickel Fanconi glycogenosis,https://en.wikipedia.org/wiki/Bickel_Fanconi_glycogenosis
Bicuspid aortic valve,https://en.wikipedia.org/wiki/Bicuspid_aortic_valve
Biemond syndrome,https://en.wikipedia.org/wiki/Biemond_syndrome
Bilateral renal agenesis dominant type,https://en.wikipedia.org/wiki/Bilateral_renal_agenesis_dominant_type
Bilateral renal agenesis,https://en.wikipedia.org/wiki/Bilateral_renal_agenesis
"Biliary atresia, extrahepatic","https://en.wikipedia.org/wiki/Biliary_atresia,_extrahepatic"
Biliary atresia,https://en.wikipedia.org/wiki/Biliary_atresia
Biliary cirrhosis,https://en.wikipedia.org/wiki/Biliary_cirrhosis
Biliary tract cancer,https://en.wikipedia.org/wiki/Biliary_tract_cancer
Binswanger's disease,https://en.wikipedia.org/wiki/Binswanger%27s_disease
Bipolar disorder,https://en.wikipedia.org/wiki/Bipolar_disorder
Bipolar I disorder,https://en.wikipedia.org/wiki/Bipolar_I_disorder
Bipolar II disorder,https://en.wikipedia.org/wiki/Bipolar_II_disorder
Biotin deficiency,https://en.wikipedia.org/wiki/Biotin_deficiency
Biotinidase deficiency,https://en.wikipedia.org/wiki/Biotinidase_deficiency
Birdshot chorioretinopathy,https://en.wikipedia.org/wiki/Birdshot_chorioretinopathy
Birt–Hogg–Dubé syndrome,https://en.wikipedia.org/wiki/Birt%E2%80%93Hogg%E2%80%93Dub%C3%A9_syndrome
Björnstad syndrome,https://en.wikipedia.org/wiki/Bj%C3%B6rnstad_syndrome
BK virus nephritis,https://en.wikipedia.org/wiki/BK_virus
Black piedra,https://en.wikipedia.org/wiki/Black_piedra
Bladder neoplasm,https://en.wikipedia.org/wiki/Bladder_neoplasm
Blastoma,https://en.wikipedia.org/wiki/Blastoma
Blastomycosis,https://en.wikipedia.org/wiki/Blastomycosis
Blepharitis,https://en.wikipedia.org/wiki/Blepharitis
Blepharo naso facial syndrome Van maldergem type,https://en.wikipedia.org/wiki/Blepharo_naso_facial_syndrome_Van_maldergem_type
Blepharonasofacial malformation syndrome,https://en.wikipedia.org/wiki/Blepharonasofacial_malformation_syndrome
"Blepharophimosis, ptosis, epicanthus inversus","https://en.wikipedia.org/wiki/Blepharophimosis,_ptosis,_epicanthus_inversus"
Blepharophimosis,https://en.wikipedia.org/wiki/Blepharophimosis
Blepharospasm,https://en.wikipedia.org/wiki/Blepharospasm
Blood coagulation disorders,https://en.wikipedia.org/wiki/Blood_coagulation_disorders
Blood platelet disorders,https://en.wikipedia.org/wiki/Blood_platelet_disorders
Blood vessel disorder,https://en.wikipedia.org/wiki/Blood_vessel_disorder
Bloom syndrome,https://en.wikipedia.org/wiki/Bloom_syndrome
Blount's disease,https://en.wikipedia.org/wiki/Blount%27s_disease
Blue cone monochromatism,https://en.wikipedia.org/wiki/Blue_cone_monochromatism
Blue diaper syndrome,https://en.wikipedia.org/wiki/Blue_diaper_syndrome
Blue rubber bleb nevus,https://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus
Body dysmorphic disorder,https://en.wikipedia.org/wiki/Body_dysmorphic_disorder
Boil,https://en.wikipedia.org/wiki/Boil
Bolivian hemorrhagic fever,https://en.wikipedia.org/wiki/Bolivian_hemorrhagic_fever
Bone fragility craniosynostosis proptosis hydrocephalus,https://en.wikipedia.org/wiki/Bone_fragility_craniosynostosis_proptosis_hydrocephalus
Bone marrow failure,https://en.wikipedia.org/wiki/Bone_marrow_failure
Bone neoplasms,https://en.wikipedia.org/wiki/Bone_neoplasms
Bone tumor (generic term),https://en.wikipedia.org/wiki/Bone_tumor_(generic_term)
Bonnevie–Ullrich–Turner syndrome,https://en.wikipedia.org/wiki/Bonnevie%E2%80%93Ullrich%E2%80%93Turner_syndrome
Boomerang dysplasia,https://en.wikipedia.org/wiki/Boomerang_dysplasia
Borderline personality disorder,https://en.wikipedia.org/wiki/Borderline_personality_disorder
Borreliosis,https://en.wikipedia.org/wiki/Borreliosis
Bothriocephalosis,https://en.wikipedia.org/wiki/Bothriocephalosis
Botulism,https://en.wikipedia.org/wiki/Botulism
Bourneville's disease,https://en.wikipedia.org/wiki/Bourneville%27s_disease
Bowen–Conradi syndrome,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome
Bowenoid papulosis,https://en.wikipedia.org/wiki/Bowenoid_papulosis
Bowen's disease,https://en.wikipedia.org/wiki/Bowen%27s_disease
Brachman-de Lange syndrome,https://en.wikipedia.org/wiki/Brachman-de_Lange_syndrome
Brachydactyly,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly clinodactyly,https://en.wikipedia.org/wiki/Brachydactyly_clinodactyly
Brachydactyly Smorgasbord type,https://en.wikipedia.org/wiki/Brachydactyly_Smorgasbord_type
Brachydactyly type A1,https://en.wikipedia.org/wiki/Brachydactyly_type_A1
Brachydactyly type A2,https://en.wikipedia.org/wiki/Brachydactyly_type_A2
Brachydactyly type A3,https://en.wikipedia.org/wiki/Brachydactyly_type_A3
Brachydactyly type A5 nail dysplasia,https://en.wikipedia.org/wiki/Brachydactyly_type_A5_nail_dysplasia
Brachydactyly type A6,https://en.wikipedia.org/wiki/Brachydactyly_type_A6
Brachydactyly type A7,https://en.wikipedia.org/wiki/Brachydactyly_type_A7
Brachydactyly type B,https://en.wikipedia.org/wiki/Brachydactyly_type_B
Brachydactyly type C,https://en.wikipedia.org/wiki/Brachydactyly_type_C
Brachydactyly type D,https://en.wikipedia.org/wiki/Brachydactyly_type_D
Brachydactyly type E,https://en.wikipedia.org/wiki/Brachydactyly_type_E
Brachydactyly types B and E combined,https://en.wikipedia.org/wiki/Brachydactyly_types_B_and_E_combined
Brachymesophalangy 2 and 5,https://en.wikipedia.org/wiki/Brachymesophalangy_2_and_5
Bradykinesia,https://en.wikipedia.org/wiki/Bradykinesia
Brain cavernous angioma,https://en.wikipedia.org/wiki/Cavernous_angioma
Brain neoplasms,https://en.wikipedia.org/wiki/Brain_neoplasms
Branchio-oculo-facial syndrome,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome
Branchio-oto-renal syndrome,https://en.wikipedia.org/wiki/Branchio-oto-renal_syndrome
Brazilian hemorrhagic fever,https://en.wikipedia.org/wiki/Brazilian_hemorrhagic_fever
Breast cancer,https://en.wikipedia.org/wiki/Breast_cancer
"Breast cancer, familial",https://en.wikipedia.org/wiki/Hereditary_breast%E2%80%94ovarian_cancer_syndrome
Brief psychotic disorder,https://en.wikipedia.org/wiki/Brief_psychotic_disorder
Bright's disease,https://en.wikipedia.org/wiki/Bright%27s_disease
Brittle bone disease,https://en.wikipedia.org/wiki/Brittle_bone_disease
Brittle cornea syndrome,https://en.wikipedia.org/wiki/Brittle_cornea_syndrome
Broad beta disease,https://en.wikipedia.org/wiki/Broad_beta_disease
Bromidrosiphobia,https://en.wikipedia.org/wiki/Bromidrosiphobia
Bronchiectasis,https://en.wikipedia.org/wiki/Bronchiectasis
Bronchiolotis obliterans organizing pneumonia (BOOP),https://en.wikipedia.org/wiki/Bronchiolotis_obliterans_organizing_pneumonia_(BOOP)
"Bronchitis, Chronic","https://en.wikipedia.org/wiki/Bronchitis,_Chronic"
Bronchogenic cyst,https://en.wikipedia.org/wiki/Bronchogenic_cyst
Bronchopulmonary dysplasia,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia
Brown syndrome,https://en.wikipedia.org/wiki/Brown_syndrome
Brown-Séquard syndrome,https://en.wikipedia.org/wiki/Brown-S%C3%A9quard_syndrome
Brucellosis,https://en.wikipedia.org/wiki/Brucellosis
Bruck syndrome,https://en.wikipedia.org/wiki/Bruck_syndrome
Brugada syndrome,https://en.wikipedia.org/wiki/Brugada_syndrome
Bruton type agammaglobulinemia,https://en.wikipedia.org/wiki/Bruton_type_agammaglobulinemia
Bubonic plague,https://en.wikipedia.org/wiki/Bubonic_plague
Budd–Chiari syndrome,https://en.wikipedia.org/wiki/Budd%E2%80%93Chiari_syndrome
Buerger's disease,https://en.wikipedia.org/wiki/Buerger%27s_disease
Bulimia nervosa,https://en.wikipedia.org/wiki/Bulimia_nervosa
