Name,Wikipedia link (en),Is it in wikidata?
Vaccinophobia,https://en.wikipedia.org/wiki/Vaccinophobia
VACTERL association,https://en.wikipedia.org/wiki/VACTERL_association,Yes
"VACTERL association with hydrocephaly, X linked","https://en.wikipedia.org/w/index.php?title=VACTERL_association_with_hydrocephaly,_X_linked&action=edit&redlink=1"
VACTERL hydrocephaly,https://en.wikipedia.org/w/index.php?title=VACTERL_hydrocephaly&action=edit&redlink=1
Vacuolar myopathy,https://en.wikipedia.org/w/index.php?title=Vacuolar_myopathy&action=edit&redlink=1
Vagabond's disease,https://en.wikipedia.org/wiki/Vagabond%27s_disease
Vaginismus,https://en.wikipedia.org/wiki/Vaginismus
"Vaginiosis (bacterial, cytologic)","https://en.wikipedia.org/w/index.php?title=Vaginiosis_(bacterial,_cytologic)&action=edit&redlink=1"
Vagneur–Triolle–Ripert syndrome,https://en.wikipedia.org/w/index.php?title=Vagneur%E2%80%93Triolle%E2%80%93Ripert_syndrome&action=edit&redlink=1
Valinemia,https://en.wikipedia.org/wiki/Valinemia
Valproic acid antenatal infection,https://en.wikipedia.org/w/index.php?title=Valproic_acid_antenatal_infection&action=edit&redlink=1
Valvular dysplasia of the child,https://en.wikipedia.org/w/index.php?title=Valvular_dysplasia_of_the_child&action=edit&redlink=1
Van Allen–Myhre syndrome,https://en.wikipedia.org/w/index.php?title=Van_Allen%E2%80%93Myhre_syndrome&action=edit&redlink=1
Van Bogaert–Hozay syndrome,https://en.wikipedia.org/w/index.php?title=Van_Bogaert%E2%80%93Hozay_syndrome&action=edit&redlink=1
Van De Berghe–Dequeker syndrome,https://en.wikipedia.org/w/index.php?title=Van_De_Berghe%E2%80%93Dequeker_syndrome&action=edit&redlink=1
Van Den Bosch syndrome,https://en.wikipedia.org/wiki/Van_Den_Bosch_syndrome,Yes
Van Den Ende–Brunner syndrome,https://en.wikipedia.org/w/index.php?title=Van_Den_Ende%E2%80%93Brunner_syndrome&action=edit&redlink=1
Van der Woude syndrome,https://en.wikipedia.org/wiki/Van_der_Woude_syndrome,Yes
Van der Woude syndrome 2,https://en.wikipedia.org/w/index.php?title=Van_der_Woude_syndrome_2&action=edit&redlink=1
Van Goethem syndrome,https://en.wikipedia.org/w/index.php?title=Van_Goethem_syndrome&action=edit&redlink=1
Van Maldergem–Wetzburger–Verloes syndrome,https://en.wikipedia.org/wiki/Van_Maldergem%E2%80%93Wetzburger%E2%80%93Verloes_syndrome
Van Regemorter–Pierquin–Vamos syndrome,https://en.wikipedia.org/w/index.php?title=Van_Regemorter%E2%80%93Pierquin%E2%80%93Vamos_syndrome&action=edit&redlink=1
Vancomycin-resistant Enterococcus,https://en.wikipedia.org/wiki/Vancomycin-resistant_Enterococcus
Varadi–Papp syndrome,https://en.wikipedia.org/wiki/Varadi%E2%80%93Papp_syndrome
Varicella virus antenatal infection,https://en.wikipedia.org/wiki/Varicella_virus_antenatal_infection
Varicella zoster,https://en.wikipedia.org/wiki/Varicella_zoster
Variegate porphyria,https://en.wikipedia.org/wiki/Variegate_porphyria,Yes
"Vas deferens, congenital bilateral aplasia of","https://en.wikipedia.org/wiki/Vas_deferens,_congenital_bilateral_aplasia_of"
Vascular disruption sequence,https://en.wikipedia.org/w/index.php?title=Vascular_disruption_sequence&action=edit&redlink=1
Vascular helix of umbilical cord,https://en.wikipedia.org/w/index.php?title=Vascular_helix_of_umbilical_cord&action=edit&redlink=1
