Name,Wikipedia link (en),Is it in wikidata?
Kabuki syndrome,https://en.wikipedia.org/wiki/Kabuki_syndrome,Yes
Kalam–Hafeez syndrome,https://en.wikipedia.org/w/index.php?title=Kalam%E2%80%93Hafeez_syndrome&action=edit&redlink=1
Kaler–Garrity–Stern syndrome,https://en.wikipedia.org/w/index.php?title=Kaler%E2%80%93Garrity%E2%80%93Stern_syndrome&action=edit&redlink=1
Kallikrein hypertension,https://en.wikipedia.org/w/index.php?title=Kallikrein_hypertension&action=edit&redlink=1
Kallmann syndrome with Spastic paraplegia,https://en.wikipedia.org/wiki/Kallmann_syndrome
Kallmann syndrome with heart disease,https://en.wikipedia.org/wiki/Kallmann_syndrome
"Kallmann syndrome, type 1, X linked",https://en.wikipedia.org/wiki/Kallmann_syndrome
"Kallmann syndrome, type 3, recessive",https://en.wikipedia.org/wiki/Kallmann_syndrome
Kalyanraman syndrome,https://en.wikipedia.org/w/index.php?title=Kalyanraman_syndrome&action=edit&redlink=1
Kantaputra–Gorlin syndrome,https://en.wikipedia.org/w/index.php?title=Kantaputra%E2%80%93Gorlin_syndrome&action=edit&redlink=1
Kaolin pneumoconiosis,https://en.wikipedia.org/wiki/Kaolin_pneumoconiosis
Kaplan–Plauchu–Fitch syndrome,https://en.wikipedia.org/w/index.php?title=Kaplan%E2%80%93Plauchu%E2%80%93Fitch_syndrome&action=edit&redlink=1
Kaplowitz–Bodurtha syndrome,https://en.wikipedia.org/w/index.php?title=Kaplowitz%E2%80%93Bodurtha_syndrome&action=edit&redlink=1
Kaposi sarcoma,https://en.wikipedia.org/wiki/Kaposi_sarcoma
Kaposiform hemangioendothelioma,https://en.wikipedia.org/wiki/Kaposiform_hemangioendothelioma
Kapur–Toriello syndrome,https://en.wikipedia.org/wiki/Kapur%E2%80%93Toriello_syndrome,Yes
Karandikar–Maria–Kamble syndrome,https://en.wikipedia.org/w/index.php?title=Karandikar%E2%80%93Maria%E2%80%93Kamble_syndrome&action=edit&redlink=1
Karsch–Neugebauer syndrome,https://en.wikipedia.org/wiki/Karsch%E2%80%93Neugebauer_syndrome
Kartagener syndrome,https://en.wikipedia.org/wiki/Kartagener_syndrome
Kashani–Strom–Utley syndrome,https://en.wikipedia.org/w/index.php?title=Kashani%E2%80%93Strom%E2%80%93Utley_syndrome&action=edit&redlink=1
