Name,Wikipedia link (en)
W syndrome,https://en.wikipedia.org/w/index.php?title=W_syndrome&action=edit&redlink=1
Waaler–Aarskog syndrome,https://en.wikipedia.org/w/index.php?title=Waaler%E2%80%93Aarskog_syndrome&action=edit&redlink=1
Waardenburg anophthalmia syndrome,https://en.wikipedia.org/wiki/Waardenburg_anophthalmia_syndrome
Waardenburg syndrome,https://en.wikipedia.org/wiki/Waardenburg_syndrome
Waardenburg syndrome type 1,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_1
Waardenburg syndrome type 2,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2
Waardenburg syndrome type 2A,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2A
Waardenburg syndrome type 2B,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2B
Waardenburg syndrome type 3,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_3
"Waardenburg syndrome, type 4","https://en.wikipedia.org/wiki/Waardenburg_syndrome,_type_4"
Waardenburg type Pierpont,https://en.wikipedia.org/wiki/Waardenburg_type_Pierpont
Wagner's disease,https://en.wikipedia.org/wiki/Wagner%27s_disease
Wagner–Stickler syndrome,https://en.wikipedia.org/wiki/Wagner%E2%80%93Stickler_syndrome
WAGR syndrome,https://en.wikipedia.org/wiki/WAGR_syndrome
Walbaum–Titran–Durieux–Crepin syndrome,https://en.wikipedia.org/w/index.php?title=Walbaum%E2%80%93Titran%E2%80%93Durieux%E2%80%93Crepin_syndrome&action=edit&redlink=1
Waldenström's macroglobulinemia,https://en.wikipedia.org/wiki/Waldenstr%C3%B6m%27s_macroglobulinemia
Waldmann disease,https://en.wikipedia.org/wiki/Waldmann_disease
Walker–Dyson syndrome,https://en.wikipedia.org/w/index.php?title=Walker%E2%80%93Dyson_syndrome&action=edit&redlink=1
Wallerian degeneration,https://en.wikipedia.org/wiki/Wallerian_degeneration
Wallis–Zieff–Goldblatt syndrome,https://en.wikipedia.org/wiki/Wallis%E2%80%93Zieff%E2%80%93Goldblatt_syndrome
Wandering spleen,https://en.wikipedia.org/wiki/Wandering_spleen
Micro syndrome,https://en.wikipedia.org/wiki/Micro_syndrome
Warburg–Thomsen syndrome,https://en.wikipedia.org/wiki/Warburg%E2%80%93Thomsen_syndrome
Warburton–Anyane–Yeboa syndrome,https://en.wikipedia.org/w/index.php?title=Warburton%E2%80%93Anyane%E2%80%93Yeboa_syndrome&action=edit&redlink=1
Warfarin antenatal infection,https://en.wikipedia.org/w/index.php?title=Warfarin_antenatal_infection&action=edit&redlink=1
Warfarin necrosis,https://en.wikipedia.org/wiki/Warfarin_necrosis
Warkany syndrome,https://en.wikipedia.org/wiki/Warkany_syndrome_1
Warman–Mulliken–Hayward syndrome,https://en.wikipedia.org/wiki/Warman%E2%80%93Mulliken%E2%80%93Hayward_syndrome
Warm-reacting-antibody hemolytic anemia,https://en.wikipedia.org/w/index.php?title=Warm-reacting-antibody_hemolytic_anemia&action=edit&redlink=1
Warts,https://en.wikipedia.org/wiki/Warts
Waterhouse–Friderichsen syndrome,https://en.wikipedia.org/wiki/Waterhouse%E2%80%93Friderichsen_syndrome
Watermelon stomach,https://en.wikipedia.org/wiki/Watermelon_stomach
Watson syndrome,https://en.wikipedia.org/wiki/Watson_syndrome
Weaver–Johnson syndrome,https://en.wikipedia.org/w/index.php?title=Weaver%E2%80%93Johnson_syndrome&action=edit&redlink=1
Weaver-like syndrome,https://en.wikipedia.org/w/index.php?title=Weaver-like_syndrome&action=edit&redlink=1
Weaver syndrome,https://en.wikipedia.org/wiki/Weaver_syndrome
Weaver–Williams syndrome,https://en.wikipedia.org/w/index.php?title=Weaver%E2%80%93Williams_syndrome&action=edit&redlink=1
Weber–Parkes syndrome,https://en.wikipedia.org/w/index.php?title=Weber%E2%80%93Parkes_syndrome&action=edit&redlink=1
Weber–Sturge–Dimitri syndrome,https://en.wikipedia.org/wiki/Weber%E2%80%93Sturge%E2%80%93Dimitri_syndrome
Weber–Christian disease,https://en.wikipedia.org/wiki/Panniculitis
Webster–Deming syndrome,https://en.wikipedia.org/w/index.php?title=Webster%E2%80%93Deming_syndrome&action=edit&redlink=1
granulomatosis with polyangiitis,https://en.wikipedia.org/wiki/Granulomatosis_with_polyangiitis
Wegmann–Jones–Smith syndrome,https://en.wikipedia.org/w/index.php?title=Wegmann%E2%80%93Jones%E2%80%93Smith_syndrome&action=edit&redlink=1
Weil syndrome,https://en.wikipedia.org/wiki/Weil_syndrome
Weinstein–Kliman–Scully syndrome,https://en.wikipedia.org/w/index.php?title=Weinstein%E2%80%93Kliman%E2%80%93Scully_syndrome&action=edit&redlink=1
Weismann–Netter–Stuhl syndrome,https://en.wikipedia.org/wiki/Weismann%E2%80%93Netter%E2%80%93Stuhl_syndrome
Weissenbacher–Zweymuller syndrome,https://en.wikipedia.org/wiki/Weissenbacher%E2%80%93Zweymuller_syndrome
"Welander distal myopathy, Swedish type","https://en.wikipedia.org/w/index.php?title=Welander_distal_myopathy,_Swedish_type&action=edit&redlink=1"
Weleber–Hecht–Bigley syndrome,https://en.wikipedia.org/w/index.php?title=Weleber%E2%80%93Hecht%E2%80%93Bigley_syndrome&action=edit&redlink=1
Wellesley–Carmen–French syndrome,https://en.wikipedia.org/w/index.php?title=Wellesley%E2%80%93Carmen%E2%80%93French_syndrome&action=edit&redlink=1
Wells–Jankovic syndrome,https://en.wikipedia.org/w/index.php?title=Wells%E2%80%93Jankovic_syndrome&action=edit&redlink=1
Wells syndrome,https://en.wikipedia.org/wiki/Wells_syndrome
Werdnig–Hoffmann disease,https://en.wikipedia.org/wiki/Werdnig%E2%80%93Hoffmann_disease
Werner's syndrome,https://en.wikipedia.org/wiki/Werner%27s_syndrome
Wernicke–Korsakoff syndrome,https://en.wikipedia.org/wiki/Wernicke%E2%80%93Korsakoff_syndrome
Wernicke's encephalopathy,https://en.wikipedia.org/wiki/Wernicke%27s_encephalopathy
West Nile virus,https://en.wikipedia.org/wiki/West_Nile_virus
West syndrome,https://en.wikipedia.org/wiki/West_syndrome
Westerhof–Beemer–Cormane syndrome,https://en.wikipedia.org/wiki/Westerhof%E2%80%93Beemer%E2%80%93Cormane_syndrome
Western equine encephalitis,https://en.wikipedia.org/wiki/Western_equine_encephalitis
Westphall disease,https://en.wikipedia.org/wiki/Westphall_disease
Wheat hypersensitivity,https://en.wikipedia.org/wiki/Wheat_hypersensitivity
Whipple disease,https://en.wikipedia.org/wiki/Whipple_disease
Whitaker syndrome,https://en.wikipedia.org/wiki/Whitaker_syndrome
White matter hypoplasia corpus callosum agenesia mental retardation,https://en.wikipedia.org/w/index.php?title=White_matter_hypoplasia_corpus_callosum_agenesia_mental_retardation&action=edit&redlink=1
White sponge nevus,https://en.wikipedia.org/wiki/White_sponge_nevus
Whooping cough,https://en.wikipedia.org/wiki/Whooping_cough
Whyte–Murphy syndrome,https://en.wikipedia.org/w/index.php?title=Whyte%E2%80%93Murphy_syndrome&action=edit&redlink=1
Wieacker syndrome,https://en.wikipedia.org/wiki/Wieacker_syndrome
Wiedemann–Grosse–Dibbern syndrome,https://en.wikipedia.org/w/index.php?title=Wiedemann%E2%80%93Grosse%E2%80%93Dibbern_syndrome&action=edit&redlink=1
Wiedemann–Oldigs–Oppermann syndrome,https://en.wikipedia.org/w/index.php?title=Wiedemann%E2%80%93Oldigs%E2%80%93Oppermann_syndrome&action=edit&redlink=1
Wiedemann–Opitz syndrome,https://en.wikipedia.org/w/index.php?title=Wiedemann%E2%80%93Opitz_syndrome&action=edit&redlink=1
Wiedemann–Rautenstrauch syndrome,https://en.wikipedia.org/wiki/Wiedemann%E2%80%93Rautenstrauch_syndrome
Wildervanck syndrome,https://en.wikipedia.org/wiki/Wildervanck_syndrome
Wilkes–Stevenson syndrome,https://en.wikipedia.org/w/index.php?title=Wilkes%E2%80%93Stevenson_syndrome&action=edit&redlink=1
Wilkie–Taylor–Scambler syndrome,https://en.wikipedia.org/w/index.php?title=Wilkie%E2%80%93Taylor%E2%80%93Scambler_syndrome&action=edit&redlink=1
"Willebrand disease, acquired","https://en.wikipedia.org/wiki/Willebrand_disease,_acquired"
Willebrand disease,https://en.wikipedia.org/wiki/Willebrand_disease
Willems–De vries syndrome,https://en.wikipedia.org/w/index.php?title=Willems%E2%80%93De_vries_syndrome&action=edit&redlink=1
Williams syndrome,https://en.wikipedia.org/wiki/Williams_syndrome
Wilms' tumor,https://en.wikipedia.org/wiki/Wilms%27_tumor
Wilms tumor and pseudohermaphroditism,https://en.wikipedia.org/w/index.php?title=Wilms_tumor_and_pseudohermaphroditism&action=edit&redlink=1
Wilms tumor radial bilateral aplasia,https://en.wikipedia.org/w/index.php?title=Wilms_tumor_radial_bilateral_aplasia&action=edit&redlink=1
Wilms tumor-aniridia syndrome,https://en.wikipedia.org/wiki/Wilms_tumor-aniridia_syndrome
Wilson's disease,https://en.wikipedia.org/wiki/Wilson%27s_disease
Wilson–Turner syndrome,https://en.wikipedia.org/wiki/Wilson%E2%80%93Turner_syndrome
Winchester syndrome,https://en.wikipedia.org/wiki/Winchester_syndrome
Winkelman–Bethge–Pfeiffer syndrome,https://en.wikipedia.org/w/index.php?title=Winkelman%E2%80%93Bethge%E2%80%93Pfeiffer_syndrome&action=edit&redlink=1
Winship–Viljoen–Leary syndrome,https://en.wikipedia.org/w/index.php?title=Winship%E2%80%93Viljoen%E2%80%93Leary_syndrome&action=edit&redlink=1
Winter–Harding–Hyde syndrome,https://en.wikipedia.org/w/index.php?title=Winter%E2%80%93Harding%E2%80%93Hyde_syndrome&action=edit&redlink=1
Winter–Shortland–Temple syndrome,https://en.wikipedia.org/w/index.php?title=Winter%E2%80%93Shortland%E2%80%93Temple_syndrome&action=edit&redlink=1
Wisconsin syndrome,https://en.wikipedia.org/w/index.php?title=Wisconsin_syndrome&action=edit&redlink=1
