Name,Wikipedia link (en),Is it in wikidata?
Waardenburg anophthalmia syndrome,https://en.wikipedia.org/wiki/Waardenburg_anophthalmia_syndrome,Yes
Waardenburg syndrome,https://en.wikipedia.org/wiki/Waardenburg_syndrome,Yes
Waardenburg syndrome type 1,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_1
Waardenburg syndrome type 2,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2
Waardenburg syndrome type 2A,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2A
Waardenburg syndrome type 2B,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2B
Waardenburg syndrome type 3,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_3
"Waardenburg syndrome, type 4","https://en.wikipedia.org/wiki/Waardenburg_syndrome,_type_4"
Waardenburg type Pierpont,https://en.wikipedia.org/wiki/Waardenburg_type_Pierpont
Wagner's disease,https://en.wikipedia.org/wiki/Wagner%27s_disease,Yes
Wagner–Stickler syndrome,https://en.wikipedia.org/wiki/Wagner%E2%80%93Stickler_syndrome
WAGR syndrome,https://en.wikipedia.org/wiki/WAGR_syndrome,Yes
Waldenström's macroglobulinemia,https://en.wikipedia.org/wiki/Waldenstr%C3%B6m%27s_macroglobulinemia
Waldmann disease,https://en.wikipedia.org/wiki/Waldmann_disease
Wallerian degeneration,https://en.wikipedia.org/wiki/Wallerian_degeneration
Wallis–Zieff–Goldblatt syndrome,https://en.wikipedia.org/wiki/Wallis%E2%80%93Zieff%E2%80%93Goldblatt_syndrome,Yes
Wandering spleen,https://en.wikipedia.org/wiki/Wandering_spleen
Micro syndrome,https://en.wikipedia.org/wiki/Micro_syndrome
Warburg–Thomsen syndrome,https://en.wikipedia.org/wiki/Warburg%E2%80%93Thomsen_syndrome
Warfarin necrosis,https://en.wikipedia.org/wiki/Warfarin_necrosis
Warkany syndrome,https://en.wikipedia.org/wiki/Warkany_syndrome_1
Warman–Mulliken–Hayward syndrome,https://en.wikipedia.org/wiki/Warman%E2%80%93Mulliken%E2%80%93Hayward_syndrome
Warts,https://en.wikipedia.org/wiki/Warts
Waterhouse–Friderichsen syndrome,https://en.wikipedia.org/wiki/Waterhouse%E2%80%93Friderichsen_syndrome
Watermelon stomach,https://en.wikipedia.org/wiki/Watermelon_stomach
Watson syndrome,https://en.wikipedia.org/wiki/Watson_syndrome,Yes
Weaver syndrome,https://en.wikipedia.org/wiki/Weaver_syndrome,Yes
Weber–Sturge–Dimitri syndrome,https://en.wikipedia.org/wiki/Weber%E2%80%93Sturge%E2%80%93Dimitri_syndrome
Weber–Christian disease,https://en.wikipedia.org/wiki/Panniculitis
granulomatosis with polyangiitis,https://en.wikipedia.org/wiki/Granulomatosis_with_polyangiitis
Weil syndrome,https://en.wikipedia.org/wiki/Weil_syndrome
Weismann–Netter–Stuhl syndrome,https://en.wikipedia.org/wiki/Weismann%E2%80%93Netter%E2%80%93Stuhl_syndrome
Weissenbacher–Zweymuller syndrome,https://en.wikipedia.org/wiki/Weissenbacher%E2%80%93Zweymuller_syndrome
Wells syndrome,https://en.wikipedia.org/wiki/Wells_syndrome
Werdnig–Hoffmann disease,https://en.wikipedia.org/wiki/Werdnig%E2%80%93Hoffmann_disease
Werner's syndrome,https://en.wikipedia.org/wiki/Werner%27s_syndrome
Wernicke–Korsakoff syndrome,https://en.wikipedia.org/wiki/Wernicke%E2%80%93Korsakoff_syndrome
Wernicke's encephalopathy,https://en.wikipedia.org/wiki/Wernicke%27s_encephalopathy
West Nile virus,https://en.wikipedia.org/wiki/West_Nile_virus
West syndrome,https://en.wikipedia.org/wiki/West_syndrome
Westerhof–Beemer–Cormane syndrome,https://en.wikipedia.org/wiki/Westerhof%E2%80%93Beemer%E2%80%93Cormane_syndrome
Western equine encephalitis,https://en.wikipedia.org/wiki/Western_equine_encephalitis
Westphall disease,https://en.wikipedia.org/wiki/Westphall_disease
Wheat hypersensitivity,https://en.wikipedia.org/wiki/Wheat_hypersensitivity
Whipple disease,https://en.wikipedia.org/wiki/Whipple_disease
Whitaker syndrome,https://en.wikipedia.org/wiki/Whitaker_syndrome
White sponge nevus,https://en.wikipedia.org/wiki/White_sponge_nevus,Yes
Whooping cough,https://en.wikipedia.org/wiki/Whooping_cough
